chr	median_log2	p	effsize_r	p_adj
MgM_scaf182	0.2673477503773494	0.0026610033480996983	0.009614607776119213	0.016393681340971356
MgM_Chr7	0.009109158930694956	0.002770604848806361	0.009549710963988867	0.01676945040067008
MgM_scaf97	-0.10889568993471682	0.002861889264408335	0.00954714460932793	0.017023306831394407
MgM_scaf74	-0.0991903094843847	0.00302989947919996	0.009491542417545478	0.017717208819050614
MgM_scaf65	-0.19909167810319725	0.0031767025484541467	0.009444913932349381	0.018266039653611343
MgM_scaf37	-0.16446414841029353	0.003549665251794787	0.009335470262280066	0.020075975604413137
MgM_scaf133	-0.19765066042480767	0.0037954717784676184	0.00926662569750189	0.021119963928569813
MgM_scaf49	0.27587991223000946	0.00513454428872414	0.008953980923029656	0.028117742533489337
MgM_scaf262	-1.3009954397422159	0.005495226034432754	0.008887264913417528	0.029622702841864065
MgM_scaf189	-3.1740077756880964	1.18194800363014e-4	0.00879135524955291	0.0010730843717168376
MgM_scaf309	2.010085266494099	0.0060250879768025236	0.008789566435135508	0.03197931310764416
MgM_scaf12	0.05386676204952827	0.006149167567731237	0.0087643804480981	0.03214337592223147
MgM_scaf318	-1.2125256030649771	0.006322824273024219	0.008740290498553696	0.03255782648049784
MgM_scaf211	0.22057307928562933	0.006804062287758342	0.008660596158318197	0.034520610136421
MgM_scaf319	-1.1533029545012836	0.0071355861702031564	0.008611933716973242	0.03564168434119224
MgM_scaf58	-0.16300059052298554	0.007231646098212918	0.008599740851786355	0.03564168434119224
MgM_scaf132	0.21199022475267115	0.009737925464367915	0.008271982863610599	0.047318088524041284
MgM_scaf205	-0.2383586011817043	0.010380310469748188	0.008204293295275894	0.04973898766754341
MgM_scaf39	-0.09583756784561506	0.01059175061401918	0.008183857481574588	0.05005690358680297
MgM_scaf158	0.2953290194183672	0.01162437131704383	0.008074798549808488	0.053613121309524156
MgM_scaf247	0.2621566879344782	0.011740956987502637	0.008064032878044646	0.053613121309524156
MgM_scaf234	-0.4302366600985401	0.011810426723257494	0.008059762676873286	0.053613121309524156
MgM_scaf30	0.08290605708770327	0.01263340158222809	0.007978636520043332	0.05660420189439858
MgM_scaf221	-0.27361964364335944	0.012918856705457893	0.0079581092093891255	0.057141096966448375
MgM_scaf47	-0.060225980498778135	0.014352717612434507	0.007839223338575292	0.06267958957328994
MgM_Chr3	0.006770917893269319	0.017271041931350366	0.007671201776473294	0.07193654042787462
MgM_scaf19	-0.0662316817134323	0.016872542272459823	0.007651932556271439	0.07193654042787462
MgM_scaf24	0.04987517854298203	0.017157246341289196	0.0076243288309061135	0.07193654042787462
MgM_scaf60	-0.21987172363737317	0.017306472044966936	0.007620780795341945	0.07193654042787462
MgM_scaf281	0.547446512444925	0.017546845230614422	0.007600758003231825	0.07206740005430923
MgM_scaf199	0.18794738603550626	0.018711889256350023	0.007524099512025343	0.07594825639342068
MgM_scaf312	0.3980086068986474	0.019038053635426672	0.007504092237548267	0.0763735872583977
MgM_scaf3	-0.04722268140014621	0.020759907599305016	0.007406087408139913	0.08139943876091728
MgM_scaf124	0.1166232289339966	0.020762755394089043	0.007399027643984306	0.08139943876091728
MgM_scaf209	0.17698792814943057	0.02352488025717167	0.007247556837614039	0.09042632224166924
MgM_scaf171	-0.5529228525398941	0.023589475367391977	0.007247048166756575	0.09042632224166924
MgM_scaf263	0.4868679729018379	0.024848236384238647	0.007180462661778433	0.09318088644089492
MgM_Chr11	0.01101911566102904	0.024545560215371597	0.007170503478437787	0.09305734367366154
MgM_scaf136	0.10200050569483525	0.027206012548852434	0.007067094878636436	0.10092553042316225
MgM_scaf273	-0.43229285884172675	0.031014473615380345	0.006904457591160291	0.11382971699261935
MgM_scaf80	0.08726008654327369	0.032047552143776	0.006859187621246156	0.11548693216143405
MgM_scaf244	-0.5607103003598077	0.03247023889756262	0.006845989439672188	0.11548693216143405
MgM_scaf100	0.1703281306650562	0.0328986565516714	0.0068259321149403565	0.11581669908496564
MgM_scaf284	-0.35671232208083253	0.034335114431584435	0.006773874577496634	0.11965267150400637
MgM_scaf275	0.17086635039598455	0.03564694362893041	0.006723417629816482	0.12298195551980992
MgM_scaf166	-0.17102272341170496	0.03793408148901167	0.006644735139756966	0.1294825878450302
MgM_scaf228	0.14690168259324016	0.03840480801895357	0.006625752184403787	0.1294825878450302
MgM_scaf264	-0.19906647328851915	0.03865712042909597	0.006619455152343829	0.1294825878450302
MgM_scaf188	0.1412874992709768	0.039594168021089705	0.00658535111764873	0.13016444889507417
MgM_scaf192	0.10765562928339241	0.04005350078568066	0.006570166693882438	0.13016444889507417
MgM_scaf274	-0.2788103055507122	0.040369843570356334	0.0065621713091060865	0.13016444889507417
MgM_scaf230	0.08941165005358478	0.040311355317858275	0.006561855206167099	0.13016444889507417
MgM_scaf324	-0.5105372591211121	0.04129978258048972	0.006531572793745855	0.13192986102100884
MgM_scaf116	0.12708388496136663	0.043887190338426085	0.006448053642212307	0.13890899694272477
MgM_scaf242	0.15299398324231406	0.04478309398101861	0.00642161525335548	0.140456067485922
MgM_scaf95	0.13178170377636161	0.04829539194332138	0.0063183679916150245	0.14876705553969533
MgM_scaf212	0.19963938583735363	0.049210906228607514	0.0062936277655141195	0.1496629244095178
MgM_scaf84	0.09993029285140638	0.04945383589184067	0.006285826187239408	0.1496629244095178
MgM_Chr18	0.010487862420153383	0.04718402342510702	0.006230905219320391	0.146653045780738
MgM_scaf203	-0.1656635759396534	0.05187873582140923	0.0062239191201786705	0.15371687555448413
MgM_scaf180	0.12952738447952516	0.05202744133294653	0.006217110917545734	0.15371687555448413
MgM_scaf306	-0.7254144732417518	0.052683322211343864	0.006202125591936331	0.15371687555448413
MgM_scaf148	-0.13384087116714644	0.052965566398785136	0.0061956210739385585	0.15371687555448413
MgM_scaf128	-0.16076228427247308	0.053021183162271335	0.006194261074191394	0.15371687555448413
MgM_scaf119	0.10055355553909295	0.05508469660748497	0.006137764828492691	0.15836850274651929
MgM_scaf67	-0.09898456123989186	0.055794196071560886	0.006124353915841796	0.15900846725174791
MgM_scaf177	0.09909775613132732	0.05622908117308187	0.006109406576836526	0.15900846725174791
MgM_scaf23	-0.0632077599564228	0.05677618932195627	0.006101294234679784	0.15925028712256026
MgM_scaf1	-0.052871963922077554	0.06250197650820088	0.005967281970659496	0.17389662818813956
MgM_scaf222	-0.40908978963243103	0.06349746152052416	0.0059407133809199295	0.17525299379664666
MgM_scaf117	-0.12640898936187753	0.06783268945511622	0.0058466116242734305	0.1857323639842468
MgM_scaf88	-0.05332366235557677	0.07388788581351835	0.005722888727708325	0.20071905988711677
MgM_scaf122	0.11299233691412722	0.0845571988895192	0.005518845282917007	0.22614134586731877
MgM_Chr10	0.005321243355602677	0.08453677124515455	0.005494726095254274	0.22614134586731877
MgM_Chr12	0.003652183788285928	0.0878816019862177	0.005436709775262883	0.23322425142496234
MgM_scaf277	-0.12077577954088031	0.09281685598255596	0.005380416795082677	0.24444133827467024
MgM_scaf317	0.15533389860870567	0.09434766767188903	0.005353716782288981	0.2462897370610993
MgM_scaf206	-0.25550241891823433	0.09494647834529335	0.005345998192723909	0.2462897370610993
MgM_scaf240	-0.2244702357968397	0.09629078491970855	0.0053242543312146924	0.2479128417708914
MgM_scaf268	0.26952066570092137	0.09737185345409619	0.005304881110276701	0.2488391810493569
MgM_scaf41	0.0692688979718742	0.10296959601438514	0.005215875885671519	0.26120963694825644
MgM_scaf187	0.06732625101967876	0.10476534173197026	0.005190566248954673	0.26343028038913463
MgM_scaf18	-0.02148109398218151	0.10657241982695353	0.005169300320553301	0.26343028038913463
MgM_scaf76	-0.024735784285184706	0.10663658698972345	0.005166745942159936	0.26343028038913463
MgM_scaf140	-0.02815978592840573	0.1068992442158807	0.005162085254699758	0.26343028038913463
MgM_scaf316	0.4789903333889385	0.10870976693553841	0.005133153805853954	0.2642755961258385
MgM_scaf54	-0.0485400381513918	0.10954031955360843	0.0051247980039027	0.2642755961258385
MgM_scaf202	-0.09196947083518019	0.10952272003798758	0.0051235433313447645	0.2642755961258385
MgM_Chr2	0.005866174472843936	0.11279164915631566	0.005043589864667981	0.2702299927703396
MgM_scaf86	-0.14701885066374953	0.11662840133548791	0.005024464469799515	0.2764551229713878
MgM_scaf94	-0.06306902117668303	0.11699260276470325	0.0050193293194177625	0.2764551229713878
MgM_scaf9	0.09006735946459211	0.11986776623978021	0.004973377983949042	0.2798960635888643
MgM_scaf141	-0.06971412316640432	0.12035630497500738	0.004973219501091529	0.2798960635888643
MgM_scaf16	0.05874360484935752	0.12088264775287184	0.004960370097770279	0.2798960635888643
MgM_scaf323	-0.2382167263166547	0.12193219901318852	0.004951107526206186	0.28003737073378365
MgM_scaf93	0.12625710984662294	0.12256708110377197	0.004939896513660272	0.28003737073378365
MgM_scaf294	0.2118296627942436	0.12829547164746685	0.004866885572218484	0.29022424716088013
MgM_scaf289	-0.2769113119772615	0.12870814439308598	0.004863407194211545	0.29022424716088013
MgM_scaf291	-0.3077092144608639	0.1297172257913073	0.004850610825485292	0.290259581313328
MgM_scaf56	0.08366180374506897	0.13042609538929018	0.004837951014529519	0.290259581313328
MgM_scaf62	0.14407450236170777	0.13124781068080918	0.0048277759635393285	0.290259581313328
MgM_scaf266	0.1081654056769004	0.13414331792210324	0.004793434075888542	0.294773533013539
MgM_scaf82	-0.06844376623115478	0.13516241498269377	0.004784341542821282	0.2951331213229706
MgM_Chr15	0.008815707570968305	0.13608951475560468	0.0047467866130233355	0.29528856975272716
MgM_scaf270	-0.2593484740211597	0.1398666825173993	0.00472609095348786	0.30158753417814227
MgM_scaf109	-0.7034617059212132	0.03218870692051001	0.00466586365926802	0.11548693216143405
MgM_scaf198	0.10089023944640546	0.1478916004896442	0.004630054971348505	0.31691057247780896
MgM_scaf310	-0.15029381149620735	0.1536116393664826	0.004567811990260545	0.3271358986508426
MgM_scaf142	-0.0868592321708901	0.16269873867741214	0.00446998788494444	0.3443623610043386
MgM_scaf146	-0.11631889599292286	0.16443046210020906	0.004451654002535081	0.34590554527178125
MgM_scaf179	-0.18344868557763194	0.16671113737473453	0.004427531524116233	0.3485778326926267
MgM_scaf113	-0.04441022524381387	0.16879479406447917	0.004406261432013061	0.3508084575436465
MgM_scaf227	0.07193240596123793	0.17460009612893226	0.004343881394876808	0.35964976533617726
MgM_scaf272	0.1298700171088815	0.1752446312302008	0.00433768131679607	0.35964976533617726
MgM_scaf246	-0.13783826076824188	0.17729875848060717	0.004319214710605876	0.35964976533617726
MgM_scaf139	0.08096037230235702	0.1779724017560146	0.004309693546623787	0.35964976533617726
MgM_scaf207	0.0484549331739503	0.1782611880361922	0.004307197061989396	0.35964976533617726
MgM_scaf251	0.11798516530576919	0.17963839616782135	0.004293762697161094	0.36032120161568815
MgM_scaf112	0.11065510384044064	0.18151691821943847	0.0042745460503472565	0.36125588131676345
MgM_scaf135	0.03802443006683978	0.1821986184032372	0.004268011735925272	0.36125588131676345
MgM_scaf31	0.05702948059312813	0.1846669570272309	0.004242150712082579	0.36272243159204176
MgM_scaf120	-0.0532905192054796	0.18609237794722144	0.004233790565304184	0.36272243159204176
MgM_scaf226	0.14871709599838362	0.1860911428228612	0.004230773509827319	0.36272243159204176
MgM_scaf292	0.09599165842532258	0.19353098373003624	0.004160647888707626	0.37510218756664326
MgM_Chr20	0.009255744497908048	0.198637272220117	0.0040937810713536525	0.3828483738320691
MgM_scaf231	-0.11776584161276933	0.20660252660704925	0.004043588936886688	0.39598817599684444
MgM_scaf287	-0.1082108358220027	0.21643292424858207	0.003957150080491509	0.4112161031774394
MgM_scaf138	0.08372392488792474	0.21693139356027238	0.0039502277726659405	0.4112161031774394
MgM_scaf314	-0.14415870333620437	0.22167383714022826	0.003912315243640592	0.4179096929692828
MgM_scaf131	-0.12129806215692411	0.2242220234335639	0.0038917561486518752	0.42041629393793234
MgM_scaf213	0.14447262528436491	0.23381542793631416	0.0038093654344760297	0.43603417642177505
MgM_scaf6	-0.01762529208285984	0.2358203440088802	0.003799285903728687	0.4368376972472729
MgM_scaf153	-0.012416239386506746	0.23677869387026096	0.003788278729744052	0.4368376972472729
MgM_scaf44	-0.05750151477114778	0.2436674547480706	0.0037346616517079196	0.4447897983496527
MgM_scaf143	0.13413887020614224	0.24344294254375953	0.003731654337288147	0.4447897983496527
MgM_scaf7	0.011813436813457406	0.2474279798884197	0.003697078377158042	0.4491863245788011
MgM_scaf102	-0.11047467550115082	0.24977171142663224	0.003685728315591688	0.4491863245788011
MgM_scaf301	0.10736898418175586	0.24998195454820235	0.003681250653415127	0.4491863245788011
MgM_scaf215	-0.13222449174645712	0.2523559827859392	0.0036649562600828394	0.4508327181698855
MgM_scaf295	0.11751307101145626	0.25351173137668925	0.00365384567413471	0.4508327181698855
MgM_scaf210	-0.12794204296361233	0.26004725700987286	0.0036061723453286653	0.4581249564510318
MgM_scaf183	-0.14532964246934033	0.26193219078621643	0.003592117297279636	0.4581249564510318
MgM_scaf225	0.09574128429954973	0.2623302755586285	0.0035863817304310867	0.4581249564510318
MgM_scaf299	0.20875829766884596	0.2629238880501574	0.003582297723597839	0.4581249564510318
MgM_scaf91	-0.08908445650644123	0.27273466520910983	0.003512699239344352	0.47283145475951205
MgM_scaf115	-0.1855549402689228	0.27548995518887964	0.0034921748315966915	0.47285589323464416
MgM_scaf238	0.05507991517760756	0.27539147685621496	0.00348988379487014	0.47285589323464416
MgM_scaf249	-0.24518068267984383	0.28189351807773666	0.003445295340448991	0.4814518006773225
MgM_scaf176	-0.059445059434268796	0.2859918423359278	0.0034164642333109414	0.4860452492901236
MgM_scaf73	-0.060137056168139774	0.29052914832510135	0.003385558887212628	0.4913360596674508
MgM_scaf248	-0.1033404078890009	0.29528123781820526	0.003350974353716316	0.49693671730380884
MgM_scaf279	0.02500326431317095	0.3002404975198183	0.003314669946447446	0.5028299594385306
MgM_scaf201	0.14111616106923355	0.3026462410727595	0.0032978002945296407	0.5041989265851008
MgM_scaf61	0.02226240576541854	0.3039808021150752	0.0032873505941820717	0.5041989265851008
MgM_scaf229	0.08550427755126452	0.3056636700042212	0.0032773997142879585	0.5045644313466809
MgM_scaf130	0.034540735543855464	0.31708592928396023	0.003200425909278632	0.5209268838236489
MgM_scaf200	-0.04848501551510056	0.3293744251266997	0.003123235547856769	0.5360102673052424
MgM_scaf197	0.07631128214872906	0.32912819059613496	0.0031220718921423974	0.5360102673052424
MgM_scaf224	0.059929009102844946	0.3341209444165766	0.0030901074195520428	0.541181811378962
MgM_scaf196	-0.022179387907531253	0.34148205168441503	0.0030459917537464277	0.5505201300519775
MgM_scaf193	0.04108265321069543	0.34707778934257233	0.003008131969236585	0.5562433429628976
MgM_scaf118	0.03975793773349145	0.5914826428273189	0.002998020887197511	0.77296027187661
MgM_scaf253	-0.06763221905725744	0.3496761624116944	0.002994386164953424	0.5562433429628976
MgM_scaf235	-0.1359429217274638	0.35082501201692984	0.0029873953343210777	0.5562433429628976
MgM_scaf278	-0.12858894966752432	0.35148130077075845	0.0029831148770551527	0.5562433429628976
MgM_scaf51	-0.07054575090374374	0.36343237910860293	0.002911883272372566	0.5702469795193591
MgM_scaf114	-0.1002618881274007	0.3639217609192089	0.002907768900728369	0.5702469795193591
MgM_scaf38	0.008134440609051871	0.3677942808403356	0.0028860042672780527	0.5702469795193591
MgM_scaf85	0.032497825635894234	0.3705526151629128	0.0028636526852339017	0.5702469795193591
MgM_scaf29	-0.0430169110085379	0.37159058827228253	0.002863432812980667	0.5702469795193591
MgM_scaf50	0.068732296694689	0.3715072839715525	0.0028573137759138785	0.5702469795193591
MgM_scaf288	0.20258321758366923	0.3719002040343646	0.002857068603961509	0.5702469795193591
MgM_scaf290	0.1531366348448728	0.3843815160702336	0.002783235587580665	0.5851845300113356
MgM_scaf81	0.03397698566304201	0.38503445887702376	0.0027778362246978286	0.5851845300113356
MgM_scaf285	-0.025004947944730713	0.387162455413272	0.0027687635039021635	0.5858379259542931
MgM_Chr13	7.120919153826375e-4	0.3954354206730988	0.0027451665782838113	0.5957433193546685
MgM_scaf233	0.11548874648275928	0.40677839777531116	0.0026540179344629778	0.6075261784955945
MgM_scaf181	0.012460089720082626	0.40673845967208877	0.002653945421065361	0.6075261784955945
MgM_scaf218	0.053213140932767	0.4183397709761948	0.0025890086252666265	0.6186810079585344
MgM_scaf258	0.19670965407466853	0.41932078652794974	0.002583823256522722	0.6186810079585344
MgM_scaf241	-0.2045224313428353	0.42172618374268644	0.0025727174513913154	0.6186810079585344
MgM_scaf75	-0.01431322571860665	0.4232136750093163	0.0025657977824045373	0.6186810079585344
MgM_Chr6	0.007571736603280664	0.4197329732347275	0.0025550953542849094	0.6186810079585344
MgM_scaf33	-0.06984168679585567	0.42880966252148034	0.002536043097620523	0.6242165973413955
MgM_scaf283	-0.06229643900464396	0.44167895115455824	0.0024633771486653	0.640248899782868
MgM_scaf217	-0.01435614423882834	0.44395990944550356	0.002451515205550398	0.6402883314314551
MgM_Chr9	0.005071679272627875	0.4454179696914471	0.0024159063147017918	0.6402883314314551
MgM_scaf160	0.060183187695854984	0.45229918682920195	0.002404000101927824	0.6459718298504025
MgM_scaf105	0.06670664825177895	0.4531164719530359	0.0023992535041578765	0.6459718298504025
MgM_scaf220	-0.10173123238142757	0.46661433357689575	0.0023313510008279932	0.662328757159202
MgM_scaf204	-0.023967659876895607	0.46842961375897185	0.0023219303963805957	0.662328757159202
MgM_scaf259	0.040570175562580434	0.47927824298756794	0.002263321108384899	0.6749020156355549
MgM_scaf243	-0.12579902033463997	0.4903857172929551	0.002208624561006533	0.6850450076099972
MgM_scaf14	0.0202004627388915	0.4904525126946937	0.002202771741476205	0.6850450076099972
MgM_scaf214	0.04996107455139553	0.502150926014781	0.0021466913354200594	0.6985567317544332
MgM_scaf170	-0.06901005789421565	0.5078133334632222	0.0021211791580734206	0.7012677204445692
MgM_scaf55	-0.06119843027010361	0.5081650148149053	0.0021207706833359435	0.7012677204445692
MgM_scaf173	-0.02637165133652023	0.511524175615959	0.0021026789258814012	0.7030909983565969
MgM_scaf186	-0.13217635131833547	0.516294887603441	0.002078945662424232	0.7051720225234729
MgM_scaf256	-0.026184691101715094	0.5171261498505468	0.002074401657915872	0.7051720225234729
MgM_scaf184	0.028995246192754252	0.5209787230597052	0.002052831380885693	0.7076285805338515
MgM_scaf304	-0.12795251449412332	0.534873912493147	0.0019870987033124036	0.7236529404319048
MgM_scaf190	0.05101199332074177	0.5426953572819979	0.001946959255234255	0.7313667900870675
MgM_scaf156	-0.2079995980585268	0.546135355658214	0.0019334466898354196	0.7331389015645285
MgM_scaf5	0.008722055004064793	0.5549456229294054	0.0018845803482986751	0.7419657269883105
MgM_scaf111	0.01664382949159416	0.5570119515651375	0.0018778490435101937	0.7419657269883105
MgM_scaf254	-0.02813434521742317	0.5603057638719715	0.0018650967601563434	0.7434826482147314
MgM_Chr17	0.009529456984365189	0.5660525439191539	0.0018136378940457848	0.7482303741460081
MgM_scaf10	0.01899854151150945	0.5812508561211186	0.0017606505657975975	0.7643218903178522
MgM_scaf315	-0.029167478581591025	0.5826569772567975	0.0017596107885621735	0.7643218903178522
MgM_Chr16	0.004247127525217296	0.602061802340903	0.0016920974449135993	0.7780475252671555
MgM_scaf280	0.07044023276857522	0.6015873846754856	0.0016701753443137848	0.7780475252671555
MgM_scaf300	-0.4294261306202062	0.6021411282502334	0.0016694944952277994	0.7780475252671555
MgM_scaf250	-0.24343748651733993	0.6051340165190564	0.0016559866791755033	0.7789971481308748
MgM_scaf103	0.001138954356543956	0.6127067956102863	0.0016222548017615934	0.7829031277242546
MgM_scaf59	0.041224854075485526	0.6117621918588576	0.0016217513329224293	0.7829031277242546
MgM_scaf101	0.006643955639972179	0.6261253629326248	0.0015572294080313336	0.7969840630128345
MgM_scaf321	0.0799861156366515	0.6283468554767855	0.0015486396474289493	0.7969840630128345
MgM_scaf267	0.0029541221774611777	0.6320296005768724	0.0015337795957717701	0.7987187260037398
MgM_scaf155	0.02723639292893514	0.6407239104496201	0.0014953583253633916	0.8058489222813414
MgM_scaf104	-0.03102698840019431	0.6437949285875055	0.001481981714210571	0.8058489222813414
MgM_scaf151	-0.01832379634833157	0.6446791378250731	0.0014776409962447953	0.8058489222813414
MgM_scaf252	0.03755712596966573	0.6579531528374458	0.0014159589372411921	0.8174996327382613
MgM_scaf172	-1.8038115071998399e-4	0.6625333237964408	0.001398380070545911	0.8174996327382613
MgM_Chr5	0.002569116516350389	0.6696625856982086	0.0013935378203465756	0.8174996327382613
MgM_scaf298	0.030832625356248363	0.6655896130752255	0.001382490225224681	0.8174996327382613
MgM_scaf293	-0.1446462129474439	0.6661604361965845	0.0013817539262305117	0.8174996327382613
MgM_scaf219	-0.021188820704321223	0.6671534902134879	0.0013777438080655152	0.8174996327382613
MgM_scaf185	0.00776853513236337	0.6724965722917233	0.0013544981647516862	0.8174996327382613
MgM_scaf165	-0.034872298697215996	0.6766393459212114	0.0013363998948661495	0.8174996327382613
MgM_scaf271	0.2303842083154327	0.6763488906338047	0.001335166817714958	0.8174996327382613
MgM_scaf320	0.0680426757550813	0.6788386473213789	0.0013245724975607187	0.8174996327382613
MgM_Chr14	0.00355434943559048	0.6850371145539975	0.0013231465588559375	0.8174996327382613
MgM_scaf265	-0.10219233499253416	0.6820172583500914	0.0013122625349532176	0.8174996327382613
MgM_scaf216	0.17581297642716867	0.6860967246961373	0.0012922703869270174	0.8174996327382613
MgM_scaf147	0.003988145286158243	0.6871736043307124	0.001290584880055556	0.8174996327382613
MgM_scaf322	-0.2563140155596858	0.7159198116632979	0.001165377361358308	0.8487709107348377
MgM_scaf303	-0.0566696442966412	0.7212381624539752	0.0011428329732772972	0.8492394745618479
MgM_scaf66	-0.005967567500028043	0.7211036020803032	0.0011399569828591434	0.8492394745618479
MgM_scaf245	0.026699335744900785	0.7326832539711385	0.0010921081604918883	0.859781369455928
MgM_scaf121	0.009517889625229347	0.7389266941219654	0.0010649351877422342	0.8641685066850104
MgM_scaf255	0.06559787550027979	0.7450336061245757	0.0010398080203745635	0.8670303618642095
MgM_scaf178	-0.0036005203310868475	0.7478085520678641	0.001027637189375939	0.8670303618642095
MgM_scaf123	0.01920581108665071	0.7505002968814718	0.0010159802386603915	0.8670303618642095
MgM_scaf157	0.05788987364082028	0.7514263136156483	0.0010154908668507483	0.8670303618642095
MgM_scaf27	-0.03852407550248432	0.7637553651836406	9.657873871217301e-4	0.8754006677354021
MgM_Chr8	0.0020542567948076073	0.7572532791790508	9.62463858036701e-4	0.8708412710559084
