s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg
gene-HOLleu_04861	9295907	Hchr2	69	LPI10171	57626720	scaffold_1	368	E
gene-HOLleu_04863	9419504	Hchr2	70	LPI09469	36667327	scaffold_1	232	E
gene-HOLleu_04872	9821012	Hchr2	72	LPI09999	72072337	scaffold_1	437	E
gene-HOLleu_04873	9879735	Hchr2	73	LPI09346	34188866	scaffold_1	219	E
gene-HOLleu_04882	10395000	Hchr2	74	LPI10022	40751311	scaffold_1	250	E
gene-HOLleu_04883	10416904	Hchr2	75	LPI09683	40768840	scaffold_1	251	E
gene-HOLleu_04885	10501216	Hchr2	76	LPI09105	3290769	scaffold_1	4	E
gene-HOLleu_04899	10909310	Hchr2	77	LPI10318	12162681	scaffold_1	57	E
gene-HOLleu_04933	12013874	Hchr2	79	LPI10094	81595348	scaffold_1	483	E
gene-HOLleu_04942	12243115	Hchr2	80	LPI10497	53204537	scaffold_1	340	E
gene-HOLleu_04974	13224665	Hchr2	81	LPI09853	9446199	scaffold_1	43	E
gene-HOLleu_04992	13671018	Hchr2	82	LPI08633	25558153	scaffold_1	173	E
gene-HOLleu_04993	13766439	Hchr2	83	LPI09436	28026106	scaffold_1	189	E
gene-HOLleu_04994	13931798	Hchr2	84	LPI09497	45979847	scaffold_1	286	E
gene-HOLleu_04995	13965078	Hchr2	85	LPI09645	37535987	scaffold_1	242	E
gene-HOLleu_04998	14031576	Hchr2	86	LPI09633	47657323	scaffold_1	298	.
gene-HOLleu_05003	14140312	Hchr2	87	LPI09107	4021120	scaffold_1	12	E
gene-HOLleu_05005	14280916	Hchr2	88	LPI09740	37483135	scaffold_1	241	E
gene-HOLleu_05006	14369050	Hchr2	89	LPI09939	37447097	scaffold_1	240	.
gene-HOLleu_05008	14439946	Hchr2	90	LPI09895	37441797	scaffold_1	239	E
gene-HOLleu_05020	14724212	Hchr2	91	LPI09583	73586866	scaffold_1	448	E
gene-HOLleu_05027	15040533	Hchr2	93	LPI08953	29531959	scaffold_1	194	E
gene-HOLleu_05028	15063640	Hchr2	94	LPI10328	24232199	scaffold_1	161	.
gene-HOLleu_05029	15085433	Hchr2	95	LPI09914	24250484	scaffold_1	162	E
gene-HOLleu_05032	15114395	Hchr2	96	LPI09125	24260151	scaffold_1	163	.
gene-HOLleu_05039	15397906	Hchr2	97	LPI09938	55728469	scaffold_1	354	E
gene-HOLleu_05041	15443234	Hchr2	98	LPI08817	36729399	scaffold_1	233	E
gene-HOLleu_05051	15739267	Hchr2	99	LPI09327	14600934	scaffold_1	81	E
gene-HOLleu_05052	15792906	Hchr2	100	LPI08734	51824866	scaffold_1	330	E
gene-HOLleu_05054	15904116	Hchr2	101	LPI10348	52570277	scaffold_1	336	.
gene-HOLleu_05056	15939562	Hchr2	102	LPI09067	34338406	scaffold_1	223	E
gene-HOLleu_05071	16586285	Hchr2	103	LPI09103	29699064	scaffold_1	196	.
gene-HOLleu_05073	16645446	Hchr2	104	LPI08846	12469082	scaffold_1	61	E
gene-HOLleu_05082	17269545	Hchr2	105	LPI08653	69973833	scaffold_1	427	E
gene-HOLleu_05083	17387073	Hchr2	106	LPI08968	34285848	scaffold_1	221	E
gene-HOLleu_05086	17451843	Hchr2	107	LPI08944	34302776	scaffold_1	222	E
gene-HOLleu_05089	17577817	Hchr2	108	LPI09116	51654691	scaffold_1	327	E
gene-HOLleu_05112	18096767	Hchr2	109	LPI09881	59817774	scaffold_1	374	E
gene-HOLleu_05114	18249692	Hchr2	110	LPI08697	51232530	scaffold_1	324	E
gene-HOLleu_05115	18270292	Hchr2	111	LPI09412	27715867	scaffold_1	184	E
gene-HOLleu_05116	18315458	Hchr2	112	LPI08473	31243147	scaffold_1	199	.
gene-HOLleu_05117	18400482	Hchr2	113	LPI09124	9457025	scaffold_1	44	E
gene-HOLleu_05152	19917980	Hchr2	114	LPI10019	65330333	scaffold_1	417	E
gene-HOLleu_05179	20384754	Hchr2	115	LPI08988	18703136	scaffold_1	115	E
gene-HOLleu_05186	20595169	Hchr2	116	LPI09680	76156638	scaffold_1	464	E
gene-HOLleu_05188	20629690	Hchr2	117	LPI10358	76364809	scaffold_1	465	E
gene-HOLleu_05195	20839628	Hchr2	118	LPI09163	36777163	scaffold_1	234	E
gene-HOLleu_05196	21081229	Hchr2	119	LPI09856	76139992	scaffold_1	463	E
gene-HOLleu_05209	21449221	Hchr2	120	LPI09484	74286316	scaffold_1	454	E
gene-HOLleu_05220	21719943	Hchr2	121	LPI10445	74336408	scaffold_1	455	.
gene-HOLleu_05222	21866303	Hchr2	122	LPI10121	42610412	scaffold_1	266	.
gene-HOLleu_05223	21889566	Hchr2	123	LPI09108	33977798	scaffold_1	214	.
gene-HOLleu_05231	22105208	Hchr2	124	LPI09619	4665026	scaffold_1	16	E
gene-HOLleu_05256	22770701	Hchr2	125	LPI08482	10550896	scaffold_1	48	E
gene-HOLleu_05257	22795478	Hchr2	126	LPI10383	65199023	scaffold_1	415	E
gene-HOLleu_05259	22827992	Hchr2	127	LPI10075	65271840	scaffold_1	416	E
gene-HOLleu_05266	23087104	Hchr2	128	LPI08837	59290464	scaffold_1	371	E
gene-HOLleu_05330	25039186	Hchr2	129	LPI09189	5893885	scaffold_1	26	E
gene-HOLleu_05335	25349853	Hchr2	130	LPI08845	6116756	scaffold_1	27	E
gene-HOLleu_05357	26074193	Hchr2	131	LPI08491	9491089	scaffold_1	45	E
gene-HOLleu_05363	26165802	Hchr2	132	LPI09246	65769520	scaffold_1	424	E
gene-HOLleu_05366	26265753	Hchr2	134	LPI09851	13253435	scaffold_1	66	.
gene-HOLleu_05390	26635533	Hchr2	135	LPI09423	40599489	scaffold_1	246	E
gene-HOLleu_05425	27519221	Hchr2	136	LPI09825	3860892	scaffold_1	11	.
gene-HOLleu_05428	27931403	Hchr2	137	LPI10336	73961192	scaffold_1	452	E
gene-HOLleu_05429	27954614	Hchr2	138	LPI08740	73851958	scaffold_1	451	E
gene-HOLleu_05430	28032567	Hchr2	139	LPI09631	7294082	scaffold_1	40	E
gene-HOLleu_05443	28645345	Hchr2	140	LPI09632	55904708	scaffold_1	356	E
gene-HOLleu_05457	29233901	Hchr2	141	LPI10157	62545310	scaffold_1	395	E
gene-HOLleu_05459	29362580	Hchr2	142	LPI08920	62650851	scaffold_1	396	E
gene-HOLleu_05474	29960334	Hchr2	144	LPI10468	11667395	scaffold_1	55	E
gene-HOLleu_05486	30276480	Hchr2	145	LPI10510	12939278	scaffold_1	64	.
gene-HOLleu_05491	30485296	Hchr2	146	LPI09477	23462590	scaffold_1	152	E
gene-HOLleu_05499	30818642	Hchr2	147	LPI08472	23672776	scaffold_1	155	E
gene-HOLleu_05500	30838656	Hchr2	148	LPI09912	23676317	scaffold_1	156	E
gene-HOLleu_05502	30876651	Hchr2	149	LPI08932	24280135	scaffold_1	164	.
gene-HOLleu_05516	31321570	Hchr2	150	LPI09099	23231703	scaffold_1	150	E
gene-HOLleu_05535	31990431	Hchr2	151	LPI08872	65596369	scaffold_1	422	E
gene-HOLleu_05543	32160022	Hchr2	152	LPI09333	37250523	scaffold_1	237	E
gene-HOLleu_05545	32209884	Hchr2	153	LPI09696	35724950	scaffold_1	225	E
gene-HOLleu_05553	32340581	Hchr2	154	LPI09763	7794579	scaffold_1	41	E
gene-HOLleu_05568	32773895	Hchr2	155	LPI09843	57093705	scaffold_1	365	E
gene-HOLleu_05583	33291967	Hchr2	156	LPI08652	3793870	scaffold_1	10	E
gene-HOLleu_05584	33323907	Hchr2	157	LPI10109	3768049	scaffold_1	9	E
gene-HOLleu_05609	33941971	Hchr2	158	LPI09847	12968135	scaffold_1	65	E
gene-HOLleu_05626	34542046	Hchr2	159	LPI10047	12339089	scaffold_1	59	E
gene-HOLleu_05628	34587104	Hchr2	160	LPI09193	55497085	scaffold_1	353	E
gene-HOLleu_05629	34606528	Hchr2	161	LPI09221	53439982	scaffold_1	341	E
gene-HOLleu_05686	36074463	Hchr2	162	LPI10164	4770622	scaffold_1	18	E
gene-HOLleu_05689	36354534	Hchr2	163	LPI08647	28291250	scaffold_1	190	E
gene-HOLleu_05697	36549327	Hchr2	164	LPI09180	26305718	scaffold_1	174	.
gene-HOLleu_05730	37540787	Hchr2	165	LPI09646	53079410	scaffold_1	338	E
gene-HOLleu_05733	37631738	Hchr2	166	LPI09278	15564564	scaffold_1	94	E
gene-HOLleu_05745	38014635	Hchr2	167	LPI10221	54863464	scaffold_1	345	E
gene-HOLleu_05760	38566921	Hchr2	168	LPI10105	47783259	scaffold_1	300	E
gene-HOLleu_05764	38637044	Hchr2	169	LPI09722	55769118	scaffold_1	355	E
gene-HOLleu_05765	38670082	Hchr2	170	LPI08828	72562739	scaffold_1	441	E
gene-HOLleu_05768	38740396	Hchr2	171	LPI08981	72447273	scaffold_1	440	E
gene-HOLleu_05769	38765391	Hchr2	172	LPI09844	36560527	scaffold_1	231	E
gene-HOLleu_05771	38831061	Hchr2	173	LPI08844	24347516	scaffold_1	165	E
gene-HOLleu_05796	39869610	Hchr2	175	LPI08890	51719127	scaffold_1	328	E
gene-HOLleu_05801	39964696	Hchr2	176	LPI10432	23786637	scaffold_1	157	E
gene-HOLleu_05809	40081892	Hchr2	177	LPI09181	55332811	scaffold_1	352	E
gene-HOLleu_05851	41443556	Hchr2	178	LPI10215	43442886	scaffold_1	275	.
gene-HOLleu_05852	41483033	Hchr2	179	LPI10299	43457673	scaffold_1	276	.
gene-HOLleu_05855	41561022	Hchr2	180	LPI09772	43497166	scaffold_1	277	E
gene-HOLleu_05857	41635901	Hchr2	181	LPI09879	62476241	scaffold_1	394	E
gene-HOLleu_05859	41796182	Hchr2	182	LPI09238	4559833	scaffold_1	15	E
gene-HOLleu_05890	43047604	Hchr2	183	LPI08722	75754103	scaffold_1	462	E
gene-HOLleu_05893	43149624	Hchr2	184	LPI09068	75729383	scaffold_1	461	.
gene-HOLleu_05895	43297197	Hchr2	185	LPI08785	79841040	scaffold_1	473	E
gene-HOLleu_05910	43845778	Hchr2	186	LPI10533	51472093	scaffold_1	325	.
gene-HOLleu_05930	44315074	Hchr2	187	LPI08659	11779075	scaffold_1	56	E
gene-HOLleu_05935	44387786	Hchr2	188	LPI09754	4882891	scaffold_1	22	.
gene-HOLleu_05944	44710383	Hchr2	189	LPI08771	34151461	scaffold_1	218	E
gene-HOLleu_05946	44802484	Hchr2	190	LPI08456	34140203	scaffold_1	217	.
gene-HOLleu_05950	44912920	Hchr2	191	LPI09329	79747451	scaffold_1	472	E
gene-HOLleu_05951	44957991	Hchr2	192	LPI08887	4850473	scaffold_1	21	E
gene-HOLleu_05955	45070054	Hchr2	193	LPI08855	23279407	scaffold_1	151	.
gene-HOLleu_05960	45312241	Hchr2	194	LPI09854	36393032	scaffold_1	230	E
gene-HOLleu_05961	45460776	Hchr2	195	LPI09752	80147496	scaffold_1	475	E
gene-HOLleu_05964	45625134	Hchr2	196	LPI10190	71898431	scaffold_1	436	E
gene-HOLleu_05965	45736949	Hchr2	197	LPI09817	71874516	scaffold_1	435	E
gene-HOLleu_05969	45945464	Hchr2	198	LPI08707	59267275	scaffold_1	370	E
gene-HOLleu_05976	46103227	Hchr2	199	LPI08958	55171677	scaffold_1	347	E
gene-HOLleu_05977	46132965	Hchr2	200	LPI09444	55221995	scaffold_1	348	E
gene-HOLleu_05978	46177632	Hchr2	201	LPI09127	55291591	scaffold_1	349	E
gene-HOLleu_05988	46567187	Hchr2	202	LPI09907	35619836	scaffold_1	224	.
gene-HOLleu_05989	46660491	Hchr2	203	LPI10453	73063013	scaffold_1	443	E
gene-HOLleu_05997	46764023	Hchr2	204	LPI10235	73147988	scaffold_1	444	E
gene-HOLleu_06007	46998553	Hchr2	206	LPI09267	28397126	scaffold_1	191	E
gene-HOLleu_06016	47154030	Hchr2	207	LPI08788	55297125	scaffold_1	350	E
gene-HOLleu_06020	47231411	Hchr2	208	LPI08442	37003615	scaffold_1	236	E
gene-HOLleu_06055	49142501	Hchr2	209	LPI08692	27938643	scaffold_1	188	E
gene-HOLleu_06056	49174014	Hchr2	210	LPI09275	27901362	scaffold_1	187	E
gene-HOLleu_06057	49199729	Hchr2	211	LPI08572	35783344	scaffold_1	226	E
gene-HOLleu_06060	49244485	Hchr2	212	LPI09376	4486390	scaffold_1	14	.
gene-HOLleu_06066	49411626	Hchr2	213	LPI10367	77723760	scaffold_1	469	E
gene-HOLleu_06077	49625165	Hchr2	214	LPI10350	51606591	scaffold_1	326	E
gene-HOLleu_06149	52304705	Hchr2	215	LPI10024	57385188	scaffold_1	367	E
gene-HOLleu_06165	52885715	Hchr2	216	LPI10222	40707575	scaffold_1	248	E
gene-HOLleu_06210	53757926	Hchr2	217	LPI09684	72165189	scaffold_1	438	.
gene-HOLleu_06228	54396153	Hchr2	218	LPI09016	64931270	scaffold_1	414	E
gene-HOLleu_06230	54437325	Hchr2	219	LPI09005	17310041	scaffold_1	104	E
gene-HOLleu_06231	54463716	Hchr2	220	LPI09996	75597711	scaffold_1	460	.
gene-HOLleu_06236	54558262	Hchr2	221	LPI09552	4678288	scaffold_1	17	.
gene-HOLleu_06256	54828852	Hchr2	222	LPI10229	4817598	scaffold_1	19	E
gene-HOLleu_06257	54837327	Hchr2	223	LPI08974	4825686	scaffold_1	20	E
gene-HOLleu_06264	54960015	Hchr2	224	LPI09309	64725244	scaffold_1	411	E
gene-HOLleu_06265	54988324	Hchr2	225	LPI08698	63651029	scaffold_1	405	E
gene-HOLleu_06272	55172820	Hchr2	226	LPI09715	73226328	scaffold_1	445	E
gene-HOLleu_06273	55222412	Hchr2	227	LPI10300	73331202	scaffold_1	446	E
gene-HOLleu_06274	55243766	Hchr2	228	LPI08794	29754703	scaffold_1	197	E
gene-HOLleu_06296	55705709	Hchr2	229	LPI10006	53105019	scaffold_1	339	E
gene-HOLleu_06313	56134257	Hchr2	230	LPI09024	64851117	scaffold_1	413	.
gene-HOLleu_06320	56296361	Hchr2	231	LPI09010	45993397	scaffold_1	287	E
gene-HOLleu_06323	56541857	Hchr2	232	LPI09247	10220742	scaffold_1	46	.
gene-HOLleu_06332	57042279	Hchr2	233	LPI08992	23842909	scaffold_1	158	.
gene-HOLleu_06370	58093391	Hchr2	234	LPI09799	37645574	scaffold_1	243	E
gene-HOLleu_06380	58420633	Hchr2	235	LPI08764	36926042	scaffold_1	235	E
gene-HOLleu_06381	58470950	Hchr2	236	LPI08583	28429477	scaffold_1	192	E
gene-HOLleu_06387	58658397	Hchr2	237	LPI08737	15456168	scaffold_1	90	E
gene-HOLleu_06391	58883777	Hchr2	238	LPI09515	15495944	scaffold_1	92	E
gene-HOLleu_06395	59034491	Hchr2	239	LPI09453	15481353	scaffold_1	91	E
gene-HOLleu_06436	60403956	Hchr2	240	LPI09277	53544099	scaffold_1	342	E
gene-HOLleu_06445	60660015	Hchr2	241	LPI08781	55317551	scaffold_1	351	E
gene-HOLleu_06453	60808167	Hchr2	242	LPI08888	15528801	scaffold_1	93	.
gene-HOLleu_06454	60875445	Hchr2	243	LPI09120	29323230	scaffold_1	193	E
gene-HOLleu_06458	61237776	Hchr2	244	LPI08691	5073150	scaffold_1	25	E
gene-HOLleu_06518	62827593	Hchr2	245	LPI09728	3730910	scaffold_1	8	E
gene-HOLleu_06524	62924083	Hchr2	246	LPI10167	23860195	scaffold_1	159	E
gene-HOLleu_06541	63239197	Hchr2	247	LPI08731	74208707	scaffold_1	453	E
gene-HOLleu_06542	63264902	Hchr2	248	LPI09025	76679912	scaffold_1	466	E
gene-HOLleu_06543	63308303	Hchr2	249	LPI08495	76686132	scaffold_1	467	E
gene-HOLleu_06547	63407035	Hchr2	250	LPI09808	3421157	scaffold_1	5	E
gene-HOLleu_06548	63413663	Hchr2	251	LPI10018	79381769	scaffold_1	471	E
gene-HOLleu_06557	63639766	Hchr2	252	LPI08748	59354553	scaffold_1	372	E
gene-HOLleu_06559	63701864	Hchr2	253	LPI10096	73822092	scaffold_1	450	.
gene-HOLleu_06586	64688517	Hchr2	254	LPI08874	56032801	scaffold_1	357	E
gene-HOLleu_06590	64954813	Hchr2	255	LPI10472	77552996	scaffold_1	468	E
gene-HOLleu_06591	65006435	Hchr2	256	LPI09452	4916155	scaffold_1	23	.
gene-HOLleu_06594	65043076	Hchr2	257	LPI09026	34222206	scaffold_1	220	E
gene-HOLleu_06605	65473875	Hchr2	258	LPI10076	52620786	scaffold_1	337	E
gene-HOLleu_06610	65727216	Hchr2	259	LPI10098	23584380	scaffold_1	153	E
gene-HOLleu_06622	66406720	Hchr2	260	LPI10225	23923164	scaffold_1	160	E
gene-HOLleu_06627	66581054	Hchr2	261	LPI09958	47717457	scaffold_1	299	.
gene-HOLleu_06631	66725479	Hchr2	262	LPI08868	53600533	scaffold_1	343	.
gene-HOLleu_06644	67035399	Hchr2	263	LPI08857	14260244	scaffold_1	80	E
gene-HOLleu_06647	67136490	Hchr2	264	LPI09986	23643236	scaffold_1	154	E
gene-HOLleu_06648	67176660	Hchr2	265	LPI08808	33990576	scaffold_1	215	E
gene-HOLleu_06649	67244298	Hchr2	266	LPI08541	34023090	scaffold_1	216	.
gene-HOLleu_06653	67425705	Hchr2	267	LPI09521	12537598	scaffold_1	63	E
gene-HOLleu_06654	67459924	Hchr2	268	LPI08620	75431394	scaffold_1	459	.
gene-HOLleu_06658	67566899	Hchr2	269	LPI10409	79982339	scaffold_1	474	E
gene-HOLleu_06662	67627826	Hchr2	270	LPI08870	3431182	scaffold_1	6	.
gene-HOLleu_06665	67835816	Hchr2	271	LPI08893	16290342	scaffold_1	97	E
gene-HOLleu_06673	68067602	Hchr2	272	LPI10420	70320848	scaffold_1	428	E
gene-HOLleu_06680	68410011	Hchr2	273	LPI09779	55012338	scaffold_1	346	E
gene-HOLleu_06690	68814040	Hchr2	275	LPI09467	56159621	scaffold_1	358	E
gene-HOLleu_06691	68868042	Hchr2	276	LPI08996	56213350	scaffold_1	359	.
gene-HOLleu_06692	68940109	Hchr2	277	LPI08966	56340363	scaffold_1	360	E
gene-HOLleu_06693	68954754	Hchr2	278	LPI08596	56356497	scaffold_1	361	E
gene-HOLleu_06695	69037928	Hchr2	279	LPI10291	79084228	scaffold_1	470	E
gene-HOLleu_06700	69325971	Hchr2	280	LPI08863	26628321	scaffold_1	175	E
gene-HOLleu_06701	69627527	Hchr2	281	LPI09486	37808837	scaffold_1	244	E
gene-HOLleu_06719	70248277	Hchr2	282	LPI08595	64755651	scaffold_1	412	E
gene-HOLleu_06744	71006232	Hchr2	283	LPI09479	65743498	scaffold_1	423	E
gene-HOLleu_06745	71052297	Hchr2	284	LPI10100	45741451	scaffold_1	285	E
gene-HOLleu_06749	71138328	Hchr2	286	LPI09867	5017144	scaffold_1	24	E
gene-HOLleu_06755	71300066	Hchr2	287	LPI08706	74961622	scaffold_1	457	E
gene-HOLleu_06756	71306026	Hchr2	288	LPI09248	27792222	scaffold_1	186	E
gene-HOLleu_06757	71346053	Hchr2	289	LPI09171	27775540	scaffold_1	185	E
gene-HOLleu_06758	71350729	Hchr2	290	LPI10273	80321964	scaffold_1	476	E
gene-HOLleu_06767	71718418	Hchr2	291	LPI09622	16142134	scaffold_1	95	E
gene-HOLleu_06769	71760601	Hchr2	292	LPI10139	16173892	scaffold_1	96	E
gene-HOLleu_06801	72582331	Hchr2	293	LPI08607	37266937	scaffold_1	238	E
gene-HOLleu_06809	72894298	Hchr2	294	LPI09801	47614748	scaffold_1	297	E
gene-HOLleu_06819	73215046	Hchr2	295	LPI10473	36338829	scaffold_1	229	E
gene-HOLleu_06830	73628135	Hchr2	296	LPI10065	4419986	scaffold_1	13	E
gene-HOLleu_06835	73938207	Hchr2	297	LPI10178	74679859	scaffold_1	456	E
gene-HOLleu_06837	73974447	Hchr2	298	LPI08539	51933304	scaffold_1	331	E
gene-HOLleu_06838	74060391	Hchr2	299	LPI08658	51781743	scaffold_1	329	E
gene-HOLleu_06845	74256635	Hchr2	300	LPI09707	40146710	scaffold_1	245	E
gene-HOLleu_06848	74319641	Hchr2	301	LPI08494	26726698	scaffold_1	176	E
gene-HOLleu_06854	74524631	Hchr2	302	LPI09651	40730674	scaffold_1	249	E
gene-HOLleu_06855	74545975	Hchr2	303	LPI08575	40688170	scaffold_1	247	E
gene-HOLleu_06866	74860031	Hchr2	304	LPI08834	81654814	scaffold_1	484	E
gene-HOLleu_06870	74938940	Hchr2	305	LPI09672	73484843	scaffold_1	447	E
gene-HOLleu_06904	75694019	Hchr2	306	LPI10394	72682275	scaffold_1	442	.
gene-HOLleu_06905	75719140	Hchr2	307	LPI09724	40923489	scaffold_1	254	E
gene-HOLleu_06908	75744390	Hchr2	308	LPI10466	40888206	scaffold_1	253	E
gene-HOLleu_06909	75803572	Hchr2	309	LPI09576	40854813	scaffold_1	252	E
gene-HOLleu_06915	75897772	Hchr2	311	LPI09365	75020365	scaffold_1	458	E
gene-HOLleu_06951	76797369	Hchr2	312	LPI09503	12524910	scaffold_1	62	E
gene-HOLleu_06953	76823308	Hchr2	313	LPI09475	29606417	scaffold_1	195	E
gene-HOLleu_06978	77379814	Hchr2	314	LPI09341	42552570	scaffold_1	265	E
gene-HOLleu_06981	77433528	Hchr2	315	LPI09748	59619014	scaffold_1	373	E
gene-HOLleu_06989	77606294	Hchr2	316	LPI09945	70457469	scaffold_1	430	E
gene-HOLleu_06990	77625160	Hchr2	317	LPI10120	70447221	scaffold_1	429	E
