qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup
XP_071484756.1	5_34632	38.596	114	2.62e-12	68.6	Spurp_XP_030855647	Spurp_XP_030855647	OG0000359
XP_071484756.1	5_34632	38.596	114	2.62e-12	68.6	Spurp_XP_030855647	Spurp_XP_030855647	OG0000359
XP_071484756.1	5_34632	38.596	114	2.62e-12	68.6	Spurp_XP_030855647	Spurp_XP_030855647	OG0000359
XP_071484756.1	5_34632	38.596	114	2.62e-12	68.6	Spurp_XP_030855647	Spurp_XP_030855647	OG0000359
XP_071484756.1	5_34632	38.596	114	2.62e-12	68.6	Spurp_XP_030855647	Spurp_XP_030855647	OG0000359
XP_071484756.1	5_34632	38.596	114	2.62e-12	68.6	Spurp_XP_030855647	Spurp_XP_030855647	OG0000359
XP_071484756.1	5_34632	38.596	114	2.62e-12	68.6	Spurp_XP_030855647	Spurp_XP_030855647	OG0000359
XP_071484756.1	5_34632	38.596	114	2.62e-12	68.6	Spurp_XP_030855647	Spurp_XP_030855647	OG0000359
XP_071484756.1	5_34632	38.596	114	2.62e-12	68.6	Spurp_XP_030855647	Spurp_XP_030855647	OG0000359
XP_071484756.1	5_34632	38.596	114	2.62e-12	68.6	Spurp_XP_030855647	Spurp_XP_030855647	OG0000359
XP_071484756.1	5_34632	38.596	114	2.62e-12	68.6	Spurp_XP_030855647	Spurp_XP_030855647	OG0000359
XP_071484756.1	5_34632	38.596	114	2.62e-12	68.6	Spurp_XP_030855647	Spurp_XP_030855647	OG0000359
XP_071484756.1	5_34632	38.596	114	2.62e-12	68.6	Spurp_XP_030855647	Spurp_XP_030855647	OG0000359
XP_071484756.1	5_34632	38.596	114	2.62e-12	68.6	Spurp_XP_030855647	Spurp_XP_030855647	OG0000359
XP_071484756.1	5_34632	38.596	114	2.62e-12	68.6	Spurp_XP_030855647	Spurp_XP_030855647	OG0000359
XP_071484756.1	5_34632	39.806	103	3.81e-12	67.8	Spurp_XP_030855647	Spurp_XP_030855647	OG0000359
XP_071484756.1	5_34632	40.566	106	4.48e-12	67.8	Spurp_XP_030855647	Spurp_XP_030855647	OG0000359
XP_071484756.1	5_34043	39.604	101	1.06e-11	66.2	Spurp_XP_030855058	Spurp_XP_030855058	OG0000359
XP_071484756.1	5_34043	39.604	101	1.53e-11	65.9	Spurp_XP_030855058	Spurp_XP_030855058	OG0000359
XP_071484756.1	5_34043	39.604	101	1.79e-11	65.5	Spurp_XP_030855058	Spurp_XP_030855058	OG0000359
XP_071484756.1	5_34043	39.604	101	4.78e-11	64.3	Spurp_XP_030855058	Spurp_XP_030855058	OG0000359
XP_071484756.1	5_13152	50.0	62	7.15e-11	63.9	Spurp_XP_030834167	Spurp_XP_030834167	OG0001682
XP_038049352.1	5_32898	39.456	147	5.75e-28	105.0	Spurp_XP_030853913	Spurp_XP_030853913	OG0001911
XP_038049352.1	5_4382	39.456	147	4.4000000000000005e-27	103.0	Spurp_XP_011670169	Spurp_XP_011670169	OG0001911
XP_038049352.1	5_36039	28.205	156	4.55e-13	66.6	Spurp_XP_783155	Spurp_XP_783155	OG0001911
XP_011670169.2	5_4382	100.0	269	0.0	551.0	Spurp_XP_011670169	Spurp_XP_011670169	OG0001911
XP_011670169.2	5_32898	98.696	230	9.06e-169	466.0	Spurp_XP_030853913	Spurp_XP_030853913	OG0001911
XP_011670169.2	5_36039	35.409	257	4.74e-53	175.0	Spurp_XP_783155	Spurp_XP_783155	OG0001911
XP_011670169.2	5_1262	35.955	267	1.5999999999999999e-52	174.0	Spurp_XP_003724586	Spurp_XP_003724586	OG0001911
XP_011670169.2	5_32902	42.197	173	1.7500000000000002e-43	147.0	Spurp_XP_030853917	Spurp_XP_030853917	OG0001911
XP_011670169.2	5_31844	46.392	97	1.17e-22	98.2	Spurp_XP_030852859	Spurp_XP_030852859	OG0004177
XP_011670169.2	5_31844	45.833	96	1.91e-21	94.7	Spurp_XP_030852859	Spurp_XP_030852859	OG0004177
XP_011670169.2	5_31844	42.718	103	3.7400000000000005e-21	93.6	Spurp_XP_030852859	Spurp_XP_030852859	OG0004177
XP_011670169.2	5_31844	43.434	99	2.1e-18	85.5	Spurp_XP_030852859	Spurp_XP_030852859	OG0004177
XP_011670169.2	5_31844	42.391	92	2.37e-18	85.5	Spurp_XP_030852859	Spurp_XP_030852859	OG0004177
XP_011670169.2	5_31844	42.391	92	8.82e-16	77.8	Spurp_XP_030852859	Spurp_XP_030852859	OG0004177
XP_011670169.2	5_31842	47.475	99	1.24e-22	98.2	Spurp_XP_030852857	Spurp_XP_030852857	OG0004177
XP_011670169.2	5_31842	46.392	97	1.2800000000000001e-22	98.2	Spurp_XP_030852857	Spurp_XP_030852857	OG0004177
XP_011670169.2	5_31842	42.718	103	4.01e-21	93.6	Spurp_XP_030852857	Spurp_XP_030852857	OG0004177
XP_011670169.2	5_31842	42.391	92	2.47e-18	85.5	Spurp_XP_030852857	Spurp_XP_030852857	OG0004177
XP_011670169.2	5_31842	39.796	98	7.97e-17	80.9	Spurp_XP_030852857	Spurp_XP_030852857	OG0004177
XP_011670169.2	5_31842	40.625	96	4.47e-16	79.0	Spurp_XP_030852857	Spurp_XP_030852857	OG0004177
XP_011670169.2	5_31842	41.304	92	1.05e-14	74.7	Spurp_XP_030852857	Spurp_XP_030852857	OG0004177
XP_011670169.2	5_8674	43.396	106	1.26e-22	98.2	Spurp_XP_030829689	Spurp_XP_030829689	OG0004177
XP_011670169.2	5_8674	45.833	96	3.0700000000000002e-21	94.0	Spurp_XP_030829689	Spurp_XP_030829689	OG0004177
XP_011670169.2	5_8674	42.718	103	3.96e-21	93.6	Spurp_XP_030829689	Spurp_XP_030829689	OG0004177
XP_011670169.2	5_8674	42.391	92	2.58e-18	85.5	Spurp_XP_030829689	Spurp_XP_030829689	OG0004177
XP_011670169.2	5_8674	43.434	99	3.62e-18	85.1	Spurp_XP_030829689	Spurp_XP_030829689	OG0004177
XP_011670169.2	5_8674	42.391	92	9.16e-16	77.8	Spurp_XP_030829689	Spurp_XP_030829689	OG0004177
XP_011670169.2	5_8673	46.392	97	1.3800000000000001e-22	97.8	Spurp_XP_030829688	Spurp_XP_030829688	OG0004177
XP_011670169.2	5_8673	47.475	99	2.0900000000000002e-22	97.4	Spurp_XP_030829688	Spurp_XP_030829688	OG0004177
XP_011670169.2	5_8673	42.718	103	4.33e-21	93.6	Spurp_XP_030829688	Spurp_XP_030829688	OG0004177
XP_011670169.2	5_8673	42.391	92	2.64e-18	85.5	Spurp_XP_030829688	Spurp_XP_030829688	OG0004177
XP_011670169.2	5_8673	39.796	98	1.27e-16	80.5	Spurp_XP_030829688	Spurp_XP_030829688	OG0004177
XP_011670169.2	5_8673	40.625	96	4.68e-16	78.6	Spurp_XP_030829688	Spurp_XP_030829688	OG0004177
XP_011670169.2	5_8673	41.304	92	1.11e-14	74.7	Spurp_XP_030829688	Spurp_XP_030829688	OG0004177
XP_011670169.2	5_32250	46.739	92	5.94e-19	87.0	Spurp_XP_030853265	Spurp_XP_030853265	OG0002635
XP_011670169.2	5_32250	43.478	92	4.98e-17	81.6	Spurp_XP_030853265	Spurp_XP_030853265	OG0002635
XP_011670169.2	5_32250	40.426	94	4.9e-16	78.6	Spurp_XP_030853265	Spurp_XP_030853265	OG0002635
XP_011670169.2	5_32250	41.975	81	1.57e-14	73.9	Spurp_XP_030853265	Spurp_XP_030853265	OG0002635
XP_011670169.2	5_10289	44.33	97	8.2e-18	84.0	Spurp_XP_030831304	Spurp_XP_030831304	OG0003033
XP_011670169.2	5_10287	44.33	97	8.51e-18	83.6	Spurp_XP_030831302	Spurp_XP_030831302	OG0003033
XP_011670169.2	5_10288	44.33	97	8.77e-18	83.6	Spurp_XP_030831303	Spurp_XP_030831303	OG0003033
XP_011670169.2	5_7662	46.739	92	1.17e-17	83.2	Spurp_XP_030828677	Spurp_XP_030828677	OG0002635
XP_011670169.2	5_7662	43.478	92	9.71e-17	80.5	Spurp_XP_030828677	Spurp_XP_030828677	OG0002635
XP_011670169.2	5_7662	40.426	94	2.13e-14	73.6	Spurp_XP_030828677	Spurp_XP_030828677	OG0002635
XP_011670169.2	5_7662	43.21	81	3.73e-14	72.8	Spurp_XP_030828677	Spurp_XP_030828677	OG0002635
XP_011670169.2	5_32247	43.478	92	7.73e-17	80.9	Spurp_XP_030853262	Spurp_XP_030853262	OG0002635
XP_011670169.2	5_32247	40.426	94	7.05e-16	78.2	Spurp_XP_030853262	Spurp_XP_030853262	OG0002635
XP_011670169.2	5_32247	41.975	81	2.23e-14	73.6	Spurp_XP_030853262	Spurp_XP_030853262	OG0002635
XP_011670169.2	5_32247	40.625	96	8.39e-14	72.0	Spurp_XP_030853262	Spurp_XP_030853262	OG0002635
XP_011670169.2	5_32247	41.573	89	1.81e-13	70.9	Spurp_XP_030853262	Spurp_XP_030853262	OG0002635
XP_011670169.2	5_7661	43.478	92	1.35e-16	80.1	Spurp_XP_030828676	Spurp_XP_030828676	OG0002635
XP_011670169.2	5_7661	40.426	94	2.67e-14	73.2	Spurp_XP_030828676	Spurp_XP_030828676	OG0002635
XP_011670169.2	5_7661	43.21	81	5.22e-14	72.4	Spurp_XP_030828676	Spurp_XP_030828676	OG0002635
XP_011670169.2	5_7661	41.667	96	1.03e-13	71.6	Spurp_XP_030828676	Spurp_XP_030828676	OG0002635
XP_011670169.2	5_7660	43.478	92	1.4e-16	80.1	Spurp_XP_030828675	Spurp_XP_030828675	OG0002635
XP_011670169.2	5_7660	40.426	94	2.88e-14	73.2	Spurp_XP_030828675	Spurp_XP_030828675	OG0002635
XP_011670169.2	5_7660	43.21	81	5.42e-14	72.4	Spurp_XP_030828675	Spurp_XP_030828675	OG0002635
XP_011670169.2	5_7660	41.667	96	1.12e-13	71.2	Spurp_XP_030828675	Spurp_XP_030828675	OG0002635
XP_011670169.2	5_13146	39.604	101	1.48e-13	71.2	Spurp_XP_030834161	Spurp_XP_030834161	OG0001682
XP_011670169.2	5_13146	39.394	99	2.58e-13	70.9	Spurp_XP_030834161	Spurp_XP_030834161	OG0001682
XP_011670169.2	5_13146	40.0	105	6.64e-13	69.3	Spurp_XP_030834161	Spurp_XP_030834161	OG0001682
XP_011670169.2	5_13146	38.0	100	6.19e-11	63.5	Spurp_XP_030834161	Spurp_XP_030834161	OG0001682
XP_011670169.2	5_13446	39.604	101	2.38e-13	70.9	Spurp_XP_030834461	Spurp_XP_030834461	OG0001682
XP_011670169.2	5_13446	39.394	99	4.65e-13	70.1	Spurp_XP_030834461	Spurp_XP_030834461	OG0001682
XP_011670169.2	5_13446	40.0	105	1.21e-12	68.6	Spurp_XP_030834461	Spurp_XP_030834461	OG0001682
XP_011670169.2	5_15254	32.381	105	1.96e-12	68.2	Spurp_XP_030836269	Spurp_XP_030836269	OG0001693
XP_011670169.2	5_15254	32.653	98	1.44e-11	65.5	Spurp_XP_030836269	Spurp_XP_030836269	OG0001693
XP_011670169.2	5_15255	32.381	105	2.17e-12	67.8	Spurp_XP_030836270	Spurp_XP_030836270	OG0001693
XP_011670169.2	5_15255	32.653	98	1.61e-11	65.1	Spurp_XP_030836270	Spurp_XP_030836270	OG0001693
XP_011670169.2	5_15253	32.381	105	2.19e-12	67.8	Spurp_XP_030836268	Spurp_XP_030836268	OG0001693
XP_011670169.2	5_15253	32.653	98	1.63e-11	65.1	Spurp_XP_030836268	Spurp_XP_030836268	OG0001693
XP_011670169.2	5_15252	32.381	105	2.19e-12	67.8	Spurp_XP_030836267	Spurp_XP_030836267	OG0001693
XP_011670169.2	5_15252	32.653	98	1.63e-11	65.1	Spurp_XP_030836267	Spurp_XP_030836267	OG0001693
XP_011670169.2	5_15251	32.381	105	2.19e-12	67.8	Spurp_XP_030836266	Spurp_XP_030836266	OG0001693
XP_011670169.2	5_15251	32.653	98	1.63e-11	65.1	Spurp_XP_030836266	Spurp_XP_030836266	OG0001693
XP_011670169.2	5_15250	32.381	105	2.19e-12	67.8	Spurp_XP_030836265	Spurp_XP_030836265	OG0001693
XP_011670169.2	5_15250	32.653	98	1.63e-11	65.1	Spurp_XP_030836265	Spurp_XP_030836265	OG0001693
XP_011670169.2	5_15249	32.381	105	2.19e-12	67.8	Spurp_XP_030836264	Spurp_XP_030836264	OG0001693
XP_011670169.2	5_15249	32.653	98	1.63e-11	65.1	Spurp_XP_030836264	Spurp_XP_030836264	OG0001693
XP_011670169.2	5_15321	31.633	98	3.11e-12	67.4	Spurp_XP_030836336	Spurp_XP_030836336	OG0001693
XP_011670169.2	5_15321	32.653	98	1.43e-11	65.5	Spurp_XP_030836336	Spurp_XP_030836336	OG0001693
XP_011670169.2	5_15320	31.633	98	3.15e-12	67.4	Spurp_XP_030836335	Spurp_XP_030836335	OG0001693
XP_011670169.2	5_15320	32.653	98	1.45e-11	65.5	Spurp_XP_030836335	Spurp_XP_030836335	OG0001693
XP_011670169.2	5_34632	42.268	97	3.72e-12	67.0	Spurp_XP_030855647	Spurp_XP_030855647	OG0000359
XP_011670169.2	5_34632	39.216	102	4.63e-11	63.9	Spurp_XP_030855647	Spurp_XP_030855647	OG0000359
XP_011670169.2	5_31398	33.607	122	1.93e-11	65.1	Spurp_XP_030852413	Spurp_XP_030852413	OG0000743
XP_011670169.2	5_31398	38.462	117	2.06e-11	65.1	Spurp_XP_030852413	Spurp_XP_030852413	OG0000743
XP_011670169.2	5_31398	38.053	113	3.93e-11	64.3	Spurp_XP_030852413	Spurp_XP_030852413	OG0000743
XP_011670169.2	5_31387	33.607	122	2.28e-11	64.7	Spurp_XP_030852402	Spurp_XP_030852402	OG0000743
XP_011670169.2	5_31387	38.462	117	2.43e-11	64.7	Spurp_XP_030852402	Spurp_XP_030852402	OG0000743
XP_011670169.2	5_31387	38.053	113	4.59e-11	63.9	Spurp_XP_030852402	Spurp_XP_030852402	OG0000743
XP_011670169.2	5_31382	33.607	122	2.35e-11	64.7	Spurp_XP_030852397	Spurp_XP_030852397	OG0000743
XP_011670169.2	5_31382	38.462	117	2.48e-11	64.7	Spurp_XP_030852397	Spurp_XP_030852397	OG0000743
XP_011670169.2	5_31382	38.053	113	4.77e-11	63.9	Spurp_XP_030852397	Spurp_XP_030852397	OG0000743
XP_011670169.2	5_31370	33.607	122	2.35e-11	64.7	Spurp_XP_030852385	Spurp_XP_030852385	OG0000743
XP_011670169.2	5_31370	38.462	117	2.46e-11	64.7	Spurp_XP_030852385	Spurp_XP_030852385	OG0000743
XP_011670169.2	5_31370	38.053	113	4.77e-11	63.9	Spurp_XP_030852385	Spurp_XP_030852385	OG0000743
XP_011670169.2	5_31392	33.607	122	2.37e-11	64.7	Spurp_XP_030852407	Spurp_XP_030852407	OG0000743
XP_011670169.2	5_31392	38.462	117	2.46e-11	64.7	Spurp_XP_030852407	Spurp_XP_030852407	OG0000743
XP_011670169.2	5_31392	38.053	113	4.81e-11	63.9	Spurp_XP_030852407	Spurp_XP_030852407	OG0000743
XP_011670169.2	5_31377	33.607	122	2.37e-11	64.7	Spurp_XP_030852392	Spurp_XP_030852392	OG0000743
XP_011670169.2	5_31377	38.462	117	2.46e-11	64.7	Spurp_XP_030852392	Spurp_XP_030852392	OG0000743
XP_011670169.2	5_31377	38.053	113	4.81e-11	63.9	Spurp_XP_030852392	Spurp_XP_030852392	OG0000743
XP_011670169.2	5_30769	38.462	117	2.46e-11	64.7	Spurp_XP_030851784	Spurp_XP_030851784	OG0000743
XP_011670169.2	5_30769	33.607	122	4.69e-11	63.9	Spurp_XP_030851784	Spurp_XP_030851784	OG0000743
XP_011670169.2	5_30769	38.053	113	4.82e-11	63.9	Spurp_XP_030851784	Spurp_XP_030851784	OG0000743
XP_783155.2	5_36039	100.0	313	0.0	649.0	Spurp_XP_783155	Spurp_XP_783155	OG0001911
XP_783155.2	5_1262	38.258	264	5.71e-58	190.0	Spurp_XP_003724586	Spurp_XP_003724586	OG0001911
XP_783155.2	5_4382	35.409	257	5.52e-53	175.0	Spurp_XP_011670169	Spurp_XP_011670169	OG0001911
XP_783155.2	5_32902	41.758	182	2.85e-44	151.0	Spurp_XP_030853917	Spurp_XP_030853917	OG0001911
XP_783155.2	5_32898	33.628	226	2.52e-40	141.0	Spurp_XP_030853913	Spurp_XP_030853913	OG0001911
XP_783155.2	5_31844	45.0	100	4.08e-20	92.0	Spurp_XP_030852859	Spurp_XP_030852859	OG0004177
XP_783155.2	5_31844	42.857	98	7.48e-20	91.3	Spurp_XP_030852859	Spurp_XP_030852859	OG0004177
XP_783155.2	5_31844	40.566	106	1.99e-19	89.7	Spurp_XP_030852859	Spurp_XP_030852859	OG0004177
XP_783155.2	5_31844	38.182	110	2.72e-18	86.3	Spurp_XP_030852859	Spurp_XP_030852859	OG0004177
XP_783155.2	5_31844	38.235	102	1.38e-16	81.3	Spurp_XP_030852859	Spurp_XP_030852859	OG0004177
XP_783155.2	5_31844	36.0	100	1.41e-15	78.2	Spurp_XP_030852859	Spurp_XP_030852859	OG0004177
