qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup
XP_011670169.2	4_21011	42.718	103	6.68e-23	97.8	PL28585	PL28585	OG0004177
XP_011670169.2	4_21011	43.75	96	8.390000000000001e-21	91.7	PL28585	PL28585	OG0004177
XP_011670169.2	4_21011	42.391	92	3.62e-18	84.0	PL28585	PL28585	OG0004177
XP_011670169.2	4_21011	44.565	92	8.93e-18	82.8	PL28585	PL28585	OG0004177
XP_011670169.2	4_21011	44.565	92	1.52e-16	79.3	PL28585	PL28585	OG0004177
XP_011670169.2	4_4825	42.553	94	3.95e-17	80.9	PL06495	PL06495	OG0002635
XP_011670169.2	4_4825	41.304	92	1.14e-15	76.6	PL06495	PL06495	OG0002635
XP_011670169.2	4_29741	43.82	89	7.31e-16	77.0	PL40515	PL40515	OG0003033
XP_011670169.2	4_6879	39.604	101	3.28e-14	72.4	PL09094	PL09094	OG0001682
XP_011670169.2	4_6879	36.036	111	2.52e-11	63.5	PL09094	PL09094	OG0001682
XP_011670169.2	4_25917	38.835	103	6.76e-14	66.2	PL35233	PL35233	Unmapped
XP_011670169.2	4_9598	31.633	98	1.32e-12	67.4	PL12599	PL12599	OG0001693
XP_011670169.2	4_9598	32.653	98	3.45e-12	66.2	PL12599	PL12599	OG0001693
XP_783155.2	4_4415	36.458	288	1.55e-59	193.0	PL05979	PL05979	OG0001911
XP_783155.2	4_5396	35.769	260	7.88e-56	182.0	PL07207	PL07207	OG0001911
XP_783155.2	4_21011	42.857	98	1.1e-20	92.4	PL28585	PL28585	OG0004177
XP_783155.2	4_21011	45.0	100	7.39e-20	90.1	PL28585	PL28585	OG0004177
XP_783155.2	4_21011	38.182	110	2.7e-19	88.6	PL28585	PL28585	OG0004177
XP_783155.2	4_21011	37.963	108	1.11e-18	86.7	PL28585	PL28585	OG0004177
XP_783155.2	4_21011	38.235	102	9.21e-17	80.9	PL28585	PL28585	OG0004177
XP_783155.2	4_21011	38.542	96	2.02e-15	77.0	PL28585	PL28585	OG0004177
XP_783155.2	4_4825	40.426	94	4.65e-16	78.6	PL06495	PL06495	OG0002635
XP_783155.2	4_4825	39.216	102	9.12e-16	77.8	PL06495	PL06495	OG0002635
XP_783155.2	4_4825	38.043	92	1.65e-12	67.8	PL06495	PL06495	OG0002635
XP_783155.2	4_6879	42.268	97	1.24e-13	71.6	PL09094	PL09094	OG0001682
XP_783155.2	4_6879	33.333	123	1.17e-12	68.6	PL09094	PL09094	OG0001682
XP_783155.2	4_5628	100.0	29	5.03e-13	63.5	PL07488	PL07488	Unmapped
XP_783155.2	4_29741	44.792	96	6.76e-13	68.9	PL40515	PL40515	OG0003033
XP_783155.2	4_25917	39.583	96	1.38e-12	63.2	PL35233	PL35233	Unmapped
XP_783155.2	4_7173	51.613	62	1.26e-11	65.5	PL09458	PL09458	OG0001682
XP_783155.2	4_6780	37.069	116	5.53e-11	63.2	PL08971	PL08971	OG0001682
sp|P28090.1|WNT3_EVATR	4_22230	57.812	128	4.23e-50	162.0	PL30182	PL30182	OG0005009
sp|P28090.1|WNT3_EVATR	4_4098	42.742	124	5.5699999999999995e-28	105.0	PL05581	PL05581	OG0000697
sp|P28090.1|WNT3_EVATR	4_21183	40.323	124	1.9e-26	96.7	PL28806	PL28806	OG0000697
sp|P28090.1|WNT3_EVATR	4_5365	44.186	129	3.79e-26	98.2	PL07173	PL07173	OG0001715
sp|P28090.1|WNT3_EVATR	4_5227	35.484	124	2.08e-16	73.2	PL06997	PL06997	OG0000697
sp|P28090.1|WNT3_EVATR	4_21089	33.846	130	3.04e-15	70.1	PL28692	PL28692	OG0009987
sp|P28090.1|WNT3_EVATR	4_16379	36.559	93	1.66e-11	59.7	PL22272	PL22272	OG0008404
sp|P28093.1|WNT8_EVATR	4_16379	38.961	154	2.9100000000000003e-31	114.0	PL22272	PL22272	OG0008404
sp|P28093.1|WNT8_EVATR	4_21183	32.836	134	5.64e-16	69.7	PL28806	PL28806	OG0000697
sp|P28093.1|WNT8_EVATR	4_4098	32.558	129	1.67e-14	68.2	PL05581	PL05581	OG0000697
sp|P28093.1|WNT8_EVATR	4_21089	31.655	139	5.16e-14	67.0	PL28692	PL28692	OG0009987
sp|P28093.1|WNT8_EVATR	4_5365	31.783	129	2.05e-13	64.3	PL07173	PL07173	OG0001715
sp|P28098.1|WNT7_STRPU	4_4098	47.581	124	1.11e-30	112.0	PL05581	PL05581	OG0000697
sp|P28098.1|WNT7_STRPU	4_5365	46.341	123	5.0899999999999994e-30	108.0	PL07173	PL07173	OG0001715
sp|P28098.1|WNT7_STRPU	4_21183	38.211	123	5.52e-29	103.0	PL28806	PL28806	OG0000697
sp|P28098.1|WNT7_STRPU	4_22230	45.865	133	1.08e-28	106.0	PL30182	PL30182	OG0005009
sp|P28098.1|WNT7_STRPU	4_5227	39.024	123	6.89e-20	82.4	PL06997	PL06997	OG0000697
sp|P28098.1|WNT7_STRPU	4_21089	36.641	131	7.55e-17	74.7	PL28692	PL28692	OG0009987
sp|P28098.1|WNT7_STRPU	4_16379	32.704	159	1.17e-15	71.2	PL22272	PL22272	OG0008404
sp|P28095.1|WNT2_STRPU	4_1397	73.0	100	6.34e-45	142.0	PL01842	PL01842	OG0000697
sp|P28095.1|WNT2_STRPU	4_5365	38.462	117	3.01e-24	92.8	PL07173	PL07173	OG0001715
sp|P28095.1|WNT2_STRPU	4_21183	35.772	123	5.02e-23	87.4	PL28806	PL28806	OG0000697
sp|P28095.1|WNT2_STRPU	4_22230	33.594	128	6.44e-23	90.9	PL30182	PL30182	OG0005009
sp|P28095.1|WNT2_STRPU	4_4098	37.5	120	3.23e-18	78.2	PL05581	PL05581	OG0000697
sp|P28095.1|WNT2_STRPU	4_5227	38.261	115	8.45e-18	76.3	PL06997	PL06997	OG0000697
sp|P28095.1|WNT2_STRPU	4_21089	31.538	130	3e-14	67.0	PL28692	PL28692	OG0009987
sp|P28097.1|WNT6_STRPU	4_21183	43.902	123	8.25e-31	107.0	PL28806	PL28806	OG0000697
sp|P28097.1|WNT6_STRPU	4_5365	47.863	117	9.31e-31	109.0	PL07173	PL07173	OG0001715
sp|P28097.1|WNT6_STRPU	4_22230	41.406	128	3.6499999999999996e-24	94.4	PL30182	PL30182	OG0005009
sp|P28097.1|WNT6_STRPU	4_4098	35.0	120	2.53e-19	81.3	PL05581	PL05581	OG0000697
sp|P28097.1|WNT6_STRPU	4_5227	35.043	117	3.63e-16	72.0	PL06997	PL06997	OG0000697
sp|P28097.1|WNT6_STRPU	4_21089	36.154	130	1.47e-15	70.9	PL28692	PL28692	OG0009987
sp|P28097.1|WNT6_STRPU	4_1397	35.135	74	3.64e-11	56.2	PL01842	PL01842	OG0000697
AAC69436.1	4_5365	90.4	250	1.2399999999999999e-171	476.0	PL07173	PL07173	OG0001715
AAC69436.1	4_4098	42.254	355	3.49e-93	282.0	PL05581	PL05581	OG0000697
AAC69436.1	4_5227	46.129	310	1.0700000000000001e-80	248.0	PL06997	PL06997	OG0000697
AAC69436.1	4_22230	40.173	346	2.15e-77	241.0	PL30182	PL30182	OG0005009
AAC69436.1	4_21089	35.294	323	5.1e-63	204.0	PL28692	PL28692	OG0009987
AAC69436.1	4_21183	51.176	170	1.33e-55	178.0	PL28806	PL28806	OG0000697
AAC69436.1	4_16379	34.627	335	1.81e-44	155.0	PL22272	PL22272	OG0008404
AAC69436.1	4_21587	41.791	134	5.77e-29	109.0	PL29352	PL29352	Unmapped
AAC69436.1	4_20380	43.75	112	2.07e-24	96.3	PL27656	PL27656	Unmapped
AAC69436.1	4_1397	40.449	89	4.74e-16	73.6	PL01842	PL01842	OG0000697
AAC69436.1	4_3493	35.443	79	1.59e-11	61.6	PL04849	PL04849	Unmapped
XP_072165241.1	4_16379	71.512	344	7.06e-168	473.0	PL22272	PL22272	OG0008404
XP_072165241.1	4_22230	37.224	317	4.29e-58	192.0	PL30182	PL30182	OG0005009
XP_072165241.1	4_5365	37.374	297	1.8199999999999997e-54	179.0	PL07173	PL07173	OG0001715
XP_072165241.1	4_4098	33.239	352	1.33e-53	181.0	PL05581	PL05581	OG0000697
XP_072165241.1	4_21089	31.29	310	1.5e-45	159.0	PL28692	PL28692	OG0009987
XP_072165241.1	4_5227	38.174	241	1.41e-44	155.0	PL06997	PL06997	OG0000697
XP_072165241.1	4_21183	34.783	207	1.9400000000000002e-29	111.0	PL28806	PL28806	OG0000697
XP_072165241.1	4_20380	50.538	93	2.3e-22	91.3	PL27656	PL27656	Unmapped
XP_072165241.1	4_21587	37.383	107	2.88e-16	75.9	PL29352	PL29352	Unmapped
XP_072181148.1	4_21089	79.726	365	0.0	592.0	PL28692	PL28692	OG0009987
XP_072181148.1	4_22230	34.332	367	1.5e-66	214.0	PL30182	PL30182	OG0005009
XP_072181148.1	4_4098	30.769	338	1.13e-56	189.0	PL05581	PL05581	OG0000697
XP_072181148.1	4_5365	36.09	266	1.71e-51	172.0	PL07173	PL07173	OG0001715
XP_072181148.1	4_5227	34.0	300	1.67e-48	166.0	PL06997	PL06997	OG0000697
XP_072181148.1	4_16379	31.699	306	4.4299999999999997e-38	139.0	PL22272	PL22272	OG0008404
XP_072181148.1	4_21183	37.5	176	5.78e-36	128.0	PL28806	PL28806	OG0000697
XP_072181148.1	4_21587	30.597	134	4.14e-19	83.6	PL29352	PL29352	Unmapped
XP_072181148.1	4_20380	34.862	109	4.82e-17	76.6	PL27656	PL27656	Unmapped
XP_072180986.1	4_22230	84.807	362	0.0	655.0	PL30182	PL30182	OG0005009
XP_072180986.1	4_4098	37.391	345	3.73e-75	240.0	PL05581	PL05581	OG0000697
XP_072180986.1	4_5227	41.967	305	1.7500000000000002e-73	234.0	PL06997	PL06997	OG0000697
XP_072180986.1	4_21089	37.618	319	2.77e-65	214.0	PL28692	PL28692	OG0009987
XP_072180986.1	4_5365	41.509	265	2.13e-62	203.0	PL07173	PL07173	OG0001715
XP_072180986.1	4_16379	33.962	318	2.8300000000000003e-47	167.0	PL22272	PL22272	OG0008404
XP_072180986.1	4_21183	46.988	166	3.69e-45	155.0	PL28806	PL28806	OG0000697
XP_072180986.1	4_20380	45.192	104	5.77e-22	91.3	PL27656	PL27656	Unmapped
XP_072180986.1	4_21587	32.593	135	1.41e-21	91.7	PL29352	PL29352	Unmapped
XP_072180986.1	4_1397	33.333	90	1.42e-11	62.0	PL01842	PL01842	OG0000697
XP_072038869.1	4_5227	66.667	315	3.65e-152	434.0	PL06997	PL06997	OG0000697
XP_072038869.1	4_22230	45.092	326	9.43e-96	293.0	PL30182	PL30182	OG0005009
XP_072038869.1	4_4098	40.936	342	3.65e-91	281.0	PL05581	PL05581	OG0000697
XP_072038869.1	4_5365	49.808	261	2.18e-83	257.0	PL07173	PL07173	OG0001715
XP_072038869.1	4_21089	35.22	318	4.55e-62	206.0	PL28692	PL28692	OG0009987
XP_072038869.1	4_21183	49.412	170	3.59e-56	184.0	PL28806	PL28806	OG0000697
XP_072038869.1	4_16379	36.25	320	3.03e-49	172.0	PL22272	PL22272	OG0008404
XP_072038869.1	4_21587	41.558	154	1.29e-33	124.0	PL29352	PL29352	Unmapped
XP_072038869.1	4_20380	55.357	112	5e-31	116.0	PL27656	PL27656	Unmapped
XP_072038869.1	4_3493	43.662	71	3.79e-17	78.2	PL04849	PL04849	Unmapped
XP_072038869.1	4_1397	37.079	89	1.26e-15	73.6	PL01842	PL01842	OG0000697
XP_072027499.1	4_4098	43.103	348	2.1e-98	296.0	PL05581	PL05581	OG0000697
XP_072027499.1	4_5227	43.77	313	2.6799999999999997e-90	273.0	PL06997	PL06997	OG0000697
XP_072027499.1	4_22230	43.252	326	6.1700000000000004e-86	264.0	PL30182	PL30182	OG0005009
XP_072027499.1	4_5365	50.0	260	7.01e-82	250.0	PL07173	PL07173	OG0001715
XP_072027499.1	4_21089	36.25	320	2.2700000000000002e-63	206.0	PL28692	PL28692	OG0009987
XP_072027499.1	4_21183	46.512	172	1.4e-51	169.0	PL28806	PL28806	OG0000697
XP_072027499.1	4_16379	34.936	312	2.62e-50	172.0	PL22272	PL22272	OG0008404
XP_072027499.1	4_3493	70.33	91	2.0499999999999998e-42	145.0	PL04849	PL04849	Unmapped
XP_072027499.1	4_21587	41.722	151	2.83e-34	124.0	PL29352	PL29352	Unmapped
XP_072027499.1	4_20380	50.98	102	1.83e-26	102.0	PL27656	PL27656	Unmapped
XP_072027499.1	4_1397	35.052	97	4.01e-13	65.9	PL01842	PL01842	OG0000697
