qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup
XP_071484756.1	2_14983	42.553	94	8.17e-17	81.6	Lvar_XP_041460871	Lvar_XP_041460871	OG0002635
XP_071484756.1	2_14983	38.462	104	3.76e-16	79.7	Lvar_XP_041460871	Lvar_XP_041460871	OG0002635
XP_071484756.1	2_14983	41.86	86	7.25e-15	75.9	Lvar_XP_041460871	Lvar_XP_041460871	OG0002635
XP_071484756.1	2_20845	45.631	103	1.48e-15	78.2	Lvar_XP_041469900	Lvar_XP_041469900	OG0001682
XP_071484756.1	2_20845	42.857	105	1.47e-13	72.4	Lvar_XP_041469900	Lvar_XP_041469900	OG0001682
XP_071484756.1	2_20648	45.631	103	1.07e-14	75.5	Lvar_XP_041471208	Lvar_XP_041471208	OG0001682
XP_071484756.1	2_20648	42.056	107	1.14e-12	69.3	Lvar_XP_041471208	Lvar_XP_041471208	OG0001682
XP_071484756.1	2_5587	35.294	136	3.27e-13	70.9	Lvar_XP_041455587	Lvar_XP_041455587	OG0003033
XP_071484756.1	2_5587	37.895	95	2.29e-12	68.2	Lvar_XP_041455587	Lvar_XP_041455587	OG0003033
XP_071484756.1	2_5587	40.566	106	1.4e-11	65.9	Lvar_XP_041455587	Lvar_XP_041455587	OG0003033
XP_071484756.1	2_5592	35.294	136	3.45e-13	70.9	Lvar_XP_041455588	Lvar_XP_041455588	OG0003033
XP_071484756.1	2_5592	37.895	95	2.21e-12	68.6	Lvar_XP_041455588	Lvar_XP_041455588	OG0003033
XP_071484756.1	2_5592	40.566	106	1.45e-11	65.9	Lvar_XP_041455588	Lvar_XP_041455588	OG0003033
XP_071484756.1	2_5582	35.294	136	3.53e-13	70.9	Lvar_XP_041455586	Lvar_XP_041455586	OG0003033
XP_071484756.1	2_5582	40.566	106	1.31e-11	65.9	Lvar_XP_041455586	Lvar_XP_041455586	OG0003033
XP_071484756.1	2_5582	37.634	93	1.47e-11	65.9	Lvar_XP_041455586	Lvar_XP_041455586	OG0003033
XP_071484756.1	2_5577	35.294	136	4.29e-13	70.5	Lvar_XP_041455585	Lvar_XP_041455585	OG0003033
XP_071484756.1	2_5577	37.895	95	2.52e-12	68.2	Lvar_XP_041455585	Lvar_XP_041455585	OG0003033
XP_071484756.1	2_5577	40.566	106	1.57e-11	65.9	Lvar_XP_041455585	Lvar_XP_041455585	OG0003033
XP_071484756.1	2_33657	37.5	104	2.51e-12	68.2	Lvar_XP_041471958	Lvar_XP_041471958	OG0000048
XP_071484756.1	2_20644	37.736	106	7.39e-11	63.9	Lvar_XP_041471207	Lvar_XP_041471207	OG0001682
XP_071484756.1	2_20644	28.302	212	9.51e-11	63.5	Lvar_XP_041471207	Lvar_XP_041471207	OG0001682
XP_038049352.1	2_25080	35.664	143	5.54e-25	98.2	Lvar_XP_041460013	Lvar_XP_041460013	OG0001911
XP_038049352.1	2_26353	33.0	100	8.48e-12	62.8	Lvar_XP_041458771	Lvar_XP_041458771	OG0001911
XP_011670169.2	2_25080	84.758	269	4.4999999999999995e-172	476.0	Lvar_XP_041460013	Lvar_XP_041460013	OG0001911
XP_011670169.2	2_26353	35.789	285	2.89e-54	178.0	Lvar_XP_041458771	Lvar_XP_041458771	OG0001911
XP_011670169.2	2_21623	45.361	97	3.3400000000000004e-21	94.0	Lvar_XP_041472587	Lvar_XP_041472587	OG0004177
XP_011670169.2	2_21623	42.718	103	9.620000000000001e-21	92.4	Lvar_XP_041472587	Lvar_XP_041472587	OG0004177
XP_011670169.2	2_21623	42.708	96	1.95e-20	91.7	Lvar_XP_041472587	Lvar_XP_041472587	OG0004177
XP_011670169.2	2_21623	42.391	92	3.82e-17	82.0	Lvar_XP_041472587	Lvar_XP_041472587	OG0004177
XP_011670169.2	2_21623	41.304	92	1.23e-16	80.5	Lvar_XP_041472587	Lvar_XP_041472587	OG0004177
XP_011670169.2	2_21623	42.391	92	4.65e-15	75.5	Lvar_XP_041472587	Lvar_XP_041472587	OG0004177
XP_011670169.2	2_21602	45.361	97	3.4800000000000006e-21	93.6	Lvar_XP_041472580	Lvar_XP_041472580	OG0004177
XP_011670169.2	2_21602	46.739	92	4.16e-21	93.6	Lvar_XP_041472580	Lvar_XP_041472580	OG0004177
XP_011670169.2	2_21602	42.718	103	1.06e-20	92.4	Lvar_XP_041472580	Lvar_XP_041472580	OG0004177
XP_011670169.2	2_21602	41.304	92	1.32e-16	80.1	Lvar_XP_041472580	Lvar_XP_041472580	OG0004177
XP_011670169.2	2_21602	36.538	104	1.35e-16	80.1	Lvar_XP_041472580	Lvar_XP_041472580	OG0004177
XP_011670169.2	2_21602	40.625	96	2.47e-15	76.6	Lvar_XP_041472580	Lvar_XP_041472580	OG0004177
XP_011670169.2	2_21602	39.13	92	4.7e-14	72.8	Lvar_XP_041472580	Lvar_XP_041472580	OG0004177
XP_011670169.2	2_5582	41.176	102	3.19e-17	82.0	Lvar_XP_041455586	Lvar_XP_041455586	OG0003033
XP_011670169.2	2_5592	43.75	96	4.02e-17	81.6	Lvar_XP_041455588	Lvar_XP_041455588	OG0003033
XP_011670169.2	2_5587	43.75	96	4.02e-17	81.6	Lvar_XP_041455587	Lvar_XP_041455587	OG0003033
XP_011670169.2	2_5577	43.75	96	5.1e-17	81.3	Lvar_XP_041455585	Lvar_XP_041455585	OG0003033
XP_011670169.2	2_14983	42.391	92	1.85e-16	79.7	Lvar_XP_041460871	Lvar_XP_041460871	OG0002635
XP_011670169.2	2_14983	41.935	93	6.87e-16	78.2	Lvar_XP_041460871	Lvar_XP_041460871	OG0002635
XP_011670169.2	2_14983	40.426	94	6.94e-16	78.2	Lvar_XP_041460871	Lvar_XP_041460871	OG0002635
XP_011670169.2	2_14983	44.444	81	2.17e-15	76.6	Lvar_XP_041460871	Lvar_XP_041460871	OG0002635
XP_011670169.2	2_20845	41.414	99	4.11e-14	73.2	Lvar_XP_041469900	Lvar_XP_041469900	OG0001682
XP_011670169.2	2_20845	39.604	101	4.77e-13	69.7	Lvar_XP_041469900	Lvar_XP_041469900	OG0001682
XP_011670169.2	2_20845	40.0	105	1.48e-12	68.2	Lvar_XP_041469900	Lvar_XP_041469900	OG0001682
XP_011670169.2	2_20845	38.0	100	5.41e-11	63.5	Lvar_XP_041469900	Lvar_XP_041469900	OG0001682
XP_011670169.2	2_20845	38.0	100	8.1e-11	63.2	Lvar_XP_041469900	Lvar_XP_041469900	OG0001682
XP_011670169.2	2_20648	41.414	99	1.93e-13	70.9	Lvar_XP_041471208	Lvar_XP_041471208	OG0001682
XP_011670169.2	2_20648	39.604	101	2.82e-12	67.4	Lvar_XP_041471208	Lvar_XP_041471208	OG0001682
XP_011670169.2	2_20648	40.0	105	6.59e-12	66.2	Lvar_XP_041471208	Lvar_XP_041471208	OG0001682
XP_011670169.2	2_32158	36.066	122	3.16e-13	70.5	Lvar_XP_041474954	Lvar_XP_041474954	OG0000743
XP_011670169.2	2_32158	38.462	117	1.66e-11	65.1	Lvar_XP_041474954	Lvar_XP_041474954	OG0000743
XP_011670169.2	2_32158	38.053	113	4.87e-11	63.9	Lvar_XP_041474954	Lvar_XP_041474954	OG0000743
XP_011670169.2	2_32155	36.066	122	3.16e-13	70.5	Lvar_XP_041474953	Lvar_XP_041474953	OG0000743
XP_011670169.2	2_32155	38.462	117	1.64e-11	65.1	Lvar_XP_041474953	Lvar_XP_041474953	OG0000743
XP_011670169.2	2_32155	38.053	113	4.79e-11	63.9	Lvar_XP_041474953	Lvar_XP_041474953	OG0000743
XP_011670169.2	2_32161	36.066	122	3.67e-13	70.1	Lvar_XP_041474955	Lvar_XP_041474955	OG0000743
XP_011670169.2	2_32161	38.462	117	1.87e-11	65.1	Lvar_XP_041474955	Lvar_XP_041474955	OG0000743
XP_011670169.2	2_32161	38.053	113	5.54e-11	63.5	Lvar_XP_041474955	Lvar_XP_041474955	OG0000743
XP_011670169.2	2_32167	36.066	122	3.7e-13	70.1	Lvar_XP_041474957	Lvar_XP_041474957	OG0000743
XP_011670169.2	2_32167	38.462	117	1.92e-11	65.1	Lvar_XP_041474957	Lvar_XP_041474957	OG0000743
XP_011670169.2	2_32167	38.053	113	5.54e-11	63.5	Lvar_XP_041474957	Lvar_XP_041474957	OG0000743
XP_011670169.2	2_32164	36.066	122	3.7e-13	70.1	Lvar_XP_041474956	Lvar_XP_041474956	OG0000743
XP_011670169.2	2_32164	38.462	117	1.94e-11	65.1	Lvar_XP_041474956	Lvar_XP_041474956	OG0000743
XP_011670169.2	2_32164	38.053	113	5.54e-11	63.5	Lvar_XP_041474956	Lvar_XP_041474956	OG0000743
XP_011670169.2	2_32170	36.066	122	3.8e-13	70.1	Lvar_XP_041474958	Lvar_XP_041474958	OG0000743
XP_011670169.2	2_32170	38.462	117	1.89e-11	65.1	Lvar_XP_041474958	Lvar_XP_041474958	OG0000743
XP_011670169.2	2_32170	38.053	113	5.64e-11	63.5	Lvar_XP_041474958	Lvar_XP_041474958	OG0000743
XP_011670169.2	2_32173	36.066	122	3.84e-13	70.1	Lvar_XP_041474959	Lvar_XP_041474959	OG0000743
XP_011670169.2	2_32173	38.462	117	1.89e-11	65.1	Lvar_XP_041474959	Lvar_XP_041474959	OG0000743
XP_011670169.2	2_32173	38.053	113	5.69e-11	63.5	Lvar_XP_041474959	Lvar_XP_041474959	OG0000743
XP_011670169.2	2_32306	36.066	122	3.91e-13	70.1	Lvar_XP_041474963	Lvar_XP_041474963	OG0000743
XP_011670169.2	2_32306	38.462	117	1.87e-11	65.1	Lvar_XP_041474963	Lvar_XP_041474963	OG0000743
XP_011670169.2	2_32306	38.053	113	5.68e-11	63.5	Lvar_XP_041474963	Lvar_XP_041474963	OG0000743
XP_011670169.2	2_32297	36.066	122	3.91e-13	70.1	Lvar_XP_041474961	Lvar_XP_041474961	OG0000743
XP_011670169.2	2_32297	38.462	117	1.85e-11	65.1	Lvar_XP_041474961	Lvar_XP_041474961	OG0000743
XP_011670169.2	2_32297	38.053	113	5.64e-11	63.5	Lvar_XP_041474961	Lvar_XP_041474961	OG0000743
XP_011670169.2	2_32301	36.066	122	3.98e-13	70.1	Lvar_XP_041474962	Lvar_XP_041474962	OG0000743
XP_011670169.2	2_32301	38.462	117	1.85e-11	65.1	Lvar_XP_041474962	Lvar_XP_041474962	OG0000743
XP_011670169.2	2_32301	38.053	113	5.69e-11	63.5	Lvar_XP_041474962	Lvar_XP_041474962	OG0000743
XP_011670169.2	2_32294	36.066	122	3.98e-13	70.1	Lvar_XP_041474960	Lvar_XP_041474960	OG0000743
XP_011670169.2	2_32294	38.462	117	1.85e-11	65.1	Lvar_XP_041474960	Lvar_XP_041474960	OG0000743
XP_011670169.2	2_32294	38.053	113	5.69e-11	63.5	Lvar_XP_041474960	Lvar_XP_041474960	OG0000743
XP_011670169.2	2_32310	35.246	122	5.39e-13	69.7	Lvar_XP_041474964	Lvar_XP_041474964	OG0000743
XP_011670169.2	2_32310	38.462	117	2.54e-11	64.7	Lvar_XP_041474964	Lvar_XP_041474964	OG0000743
XP_011670169.2	2_32310	38.053	113	7.82e-11	63.2	Lvar_XP_041474964	Lvar_XP_041474964	OG0000743
XP_011670169.2	2_32326	35.246	122	6.29e-13	69.3	Lvar_XP_041474968	Lvar_XP_041474968	OG0000743
XP_011670169.2	2_32326	38.462	117	2.97e-11	64.3	Lvar_XP_041474968	Lvar_XP_041474968	OG0000743
XP_011670169.2	2_32326	38.053	113	8.87e-11	62.8	Lvar_XP_041474968	Lvar_XP_041474968	OG0000743
XP_011670169.2	2_32314	35.246	122	6.3e-13	69.3	Lvar_XP_041474965	Lvar_XP_041474965	OG0000743
XP_011670169.2	2_32314	38.462	117	2.97e-11	64.3	Lvar_XP_041474965	Lvar_XP_041474965	OG0000743
XP_011670169.2	2_32314	38.053	113	8.88e-11	62.8	Lvar_XP_041474965	Lvar_XP_041474965	OG0000743
XP_011670169.2	2_32318	35.246	122	6.35e-13	69.3	Lvar_XP_041474966	Lvar_XP_041474966	OG0000743
XP_011670169.2	2_32318	38.462	117	2.97e-11	64.3	Lvar_XP_041474966	Lvar_XP_041474966	OG0000743
XP_011670169.2	2_32318	38.053	113	8.96e-11	62.8	Lvar_XP_041474966	Lvar_XP_041474966	OG0000743
XP_011670169.2	2_27695	31.633	98	1.37e-12	68.6	Lvar_XP_041456796	Lvar_XP_041456796	OG0001693
XP_011670169.2	2_27695	34.694	98	5.67e-12	66.6	Lvar_XP_041456796	Lvar_XP_041456796	OG0001693
XP_011670169.2	2_27505	31.633	98	1.37e-12	68.6	Lvar_XP_041456788	Lvar_XP_041456788	OG0001693
XP_011670169.2	2_27505	34.694	98	5.67e-12	66.6	Lvar_XP_041456788	Lvar_XP_041456788	OG0001693
XP_011670169.2	2_3685	31.633	98	1.37e-12	68.6	Lvar_XP_041456804	Lvar_XP_041456804	OG0001693
XP_011670169.2	2_3685	34.694	98	5.67e-12	66.6	Lvar_XP_041456804	Lvar_XP_041456804	OG0001693
XP_011670169.2	2_3234	37.209	86	3e-12	67.4	Lvar_XP_041457514	Lvar_XP_041457514	OG0011415
XP_783155.2	2_26353	88.498	313	0.0	582.0	Lvar_XP_041458771	Lvar_XP_041458771	OG0001911
XP_783155.2	2_25080	36.187	257	5e-53	175.0	Lvar_XP_041460013	Lvar_XP_041460013	OG0001911
XP_783155.2	2_21623	39.091	110	7.95e-19	87.8	Lvar_XP_041472587	Lvar_XP_041472587	OG0004177
XP_783155.2	2_21623	42.857	98	8.17e-19	87.8	Lvar_XP_041472587	Lvar_XP_041472587	OG0004177
XP_783155.2	2_21623	38.889	108	1.43e-18	87.0	Lvar_XP_041472587	Lvar_XP_041472587	OG0004177
XP_783155.2	2_21623	42.0	100	1.9e-18	86.7	Lvar_XP_041472587	Lvar_XP_041472587	OG0004177
XP_783155.2	2_21623	38.235	102	6.93e-16	79.3	Lvar_XP_041472587	Lvar_XP_041472587	OG0004177
XP_783155.2	2_21623	36.0	100	1.14e-15	78.6	Lvar_XP_041472587	Lvar_XP_041472587	OG0004177
XP_783155.2	2_21602	39.091	110	1.04e-18	87.4	Lvar_XP_041472580	Lvar_XP_041472580	OG0004177
XP_783155.2	2_21602	42.857	98	1.05e-18	87.4	Lvar_XP_041472580	Lvar_XP_041472580	OG0004177
XP_783155.2	2_21602	42.0	100	1.89e-18	86.7	Lvar_XP_041472580	Lvar_XP_041472580	OG0004177
XP_783155.2	2_21602	42.0	100	2.48e-18	86.7	Lvar_XP_041472580	Lvar_XP_041472580	OG0004177
XP_783155.2	2_21602	36.607	112	1.59e-16	81.3	Lvar_XP_041472580	Lvar_XP_041472580	OG0004177
XP_783155.2	2_21602	38.776	98	8.06e-16	79.0	Lvar_XP_041472580	Lvar_XP_041472580	OG0004177
XP_783155.2	2_21602	35.052	97	7.91e-14	72.8	Lvar_XP_041472580	Lvar_XP_041472580	OG0004177
XP_783155.2	2_14983	42.708	96	1.49e-16	81.3	Lvar_XP_041460871	Lvar_XP_041460871	OG0002635
XP_783155.2	2_14983	39.362	94	1.04e-15	78.6	Lvar_XP_041460871	Lvar_XP_041460871	OG0002635
XP_783155.2	2_14983	38.462	104	6.17e-15	76.3	Lvar_XP_041460871	Lvar_XP_041460871	OG0002635
XP_783155.2	2_14983	39.535	86	1e-14	75.5	Lvar_XP_041460871	Lvar_XP_041460871	OG0002635
XP_783155.2	2_5592	38.947	95	9.4e-15	75.5	Lvar_XP_041455588	Lvar_XP_041455588	OG0003033
XP_783155.2	2_5592	42.708	96	2.5e-11	65.1	Lvar_XP_041455588	Lvar_XP_041455588	OG0003033
XP_783155.2	2_5587	38.947	95	9.4e-15	75.5	Lvar_XP_041455587	Lvar_XP_041455587	OG0003033
XP_783155.2	2_5587	42.708	96	2.48e-11	65.1	Lvar_XP_041455587	Lvar_XP_041455587	OG0003033
XP_783155.2	2_5577	38.947	95	1.06e-14	75.5	Lvar_XP_041455585	Lvar_XP_041455585	OG0003033
XP_783155.2	2_5577	42.708	96	2.78e-11	65.1	Lvar_XP_041455585	Lvar_XP_041455585	OG0003033
XP_783155.2	2_20845	39.024	123	1.2e-14	75.5	Lvar_XP_041469900	Lvar_XP_041469900	OG0001682
XP_783155.2	2_20845	41.584	101	8.22e-13	70.1	Lvar_XP_041469900	Lvar_XP_041469900	OG0001682
XP_783155.2	2_20845	53.226	62	4.35e-12	67.8	Lvar_XP_041469900	Lvar_XP_041469900	OG0001682
XP_783155.2	2_20845	39.175	97	2.27e-11	65.5	Lvar_XP_041469900	Lvar_XP_041469900	OG0001682
XP_783155.2	2_20845	37.634	93	2.92e-11	65.5	Lvar_XP_041469900	Lvar_XP_041469900	OG0001682
XP_783155.2	2_20648	39.024	123	5.29e-14	73.6	Lvar_XP_041471208	Lvar_XP_041471208	OG0001682
XP_783155.2	2_20648	41.584	101	6.35e-12	67.4	Lvar_XP_041471208	Lvar_XP_041471208	OG0001682
XP_783155.2	2_5582	38.71	93	7.87e-14	72.8	Lvar_XP_041455586	Lvar_XP_041455586	OG0003033
XP_783155.2	2_5582	42.708	96	2.54e-11	65.1	Lvar_XP_041455586	Lvar_XP_041455586	OG0003033
XP_783155.2	2_20644	53.226	62	2.09e-12	68.9	Lvar_XP_041471207	Lvar_XP_041471207	OG0001682
XP_783155.2	2_33657	39.423	104	1.5e-11	65.9	Lvar_XP_041471958	Lvar_XP_041471958	OG0000048
sp|P28090.1|WNT3_EVATR	2_30508	56.25	128	3.4900000000000003e-47	155.0	Lvar_XP_041477053	Lvar_XP_041477053	OG0005009
sp|P28090.1|WNT3_EVATR	2_30303	56.25	128	3.57e-47	155.0	Lvar_XP_041477044	Lvar_XP_041477044	OG0005009
sp|P28090.1|WNT3_EVATR	2_3701	45.161	124	5.7199999999999996e-30	111.0	Lvar_XP_041457833	Lvar_XP_041457833	OG0000697
sp|P28090.1|WNT3_EVATR	2_30507	40.323	124	3.94e-25	97.1	Lvar_XP_041478374	Lvar_XP_041478374	OG0000697
sp|P28090.1|WNT3_EVATR	2_26063	45.161	124	2.97e-24	96.3	Lvar_XP_041460658	Lvar_XP_041460658	OG0001715
sp|P28090.1|WNT3_EVATR	2_26059	45.161	124	2.97e-24	96.3	Lvar_XP_041460657	Lvar_XP_041460657	OG0001715
sp|P28090.1|WNT3_EVATR	2_26051	45.161	124	2.97e-24	96.3	Lvar_XP_041460655	Lvar_XP_041460655	OG0001715
sp|P28090.1|WNT3_EVATR	2_26047	45.161	124	2.97e-24	96.3	Lvar_XP_041460654	Lvar_XP_041460654	OG0001715
sp|P28090.1|WNT3_EVATR	2_29379	41.129	124	9.97e-24	94.0	Lvar_XP_041479642	Lvar_XP_041479642	OG0000697
sp|P28090.1|WNT3_EVATR	2_13623	41.176	136	2.6499999999999996e-23	92.8	Lvar_XP_041459363	Lvar_XP_041459363	OG0009321
sp|P28090.1|WNT3_EVATR	2_13631	41.176	136	2.7e-23	92.8	Lvar_XP_041459365	Lvar_XP_041459365	OG0009321
sp|P28090.1|WNT3_EVATR	2_13627	41.176	136	2.82e-23	92.8	Lvar_XP_041459364	Lvar_XP_041459364	OG0009321
sp|P28090.1|WNT3_EVATR	2_31809	40.323	124	1.14e-22	91.3	Lvar_XP_041475661	Lvar_XP_041475661	OG0012128
sp|P28090.1|WNT3_EVATR	2_29384	41.129	124	1.1200000000000002e-21	88.6	Lvar_XP_041479643	Lvar_XP_041479643	OG0000697
sp|P28090.1|WNT3_EVATR	2_31687	37.795	127	2.6e-21	87.8	Lvar_XP_041475650	Lvar_XP_041475650	OG0012127
sp|P28090.1|WNT3_EVATR	2_2043	37.097	124	1.77e-20	85.1	Lvar_XP_041464773	Lvar_XP_041464773	OG0000697
sp|P28090.1|WNT3_EVATR	2_31477	35.115	131	6.82e-16	72.8	Lvar_XP_041475638	Lvar_XP_041475638	OG0009987
sp|P28093.1|WNT8_EVATR	2_26912	39.456	147	1.32e-32	117.0	Lvar_XP_041485541	Lvar_XP_041485541	OG0008404
sp|P28093.1|WNT8_EVATR	2_13627	36.09	133	3.04e-17	76.6	Lvar_XP_041459364	Lvar_XP_041459364	OG0009321
sp|P28093.1|WNT8_EVATR	2_13623	36.09	133	3.04e-17	76.6	Lvar_XP_041459363	Lvar_XP_041459363	OG0009321
sp|P28093.1|WNT8_EVATR	2_13631	36.09	133	3.18e-17	76.6	Lvar_XP_041459365	Lvar_XP_041459365	OG0009321
sp|P28093.1|WNT8_EVATR	2_30507	34.328	134	1.17e-16	74.3	Lvar_XP_041478374	Lvar_XP_041478374	OG0000697
sp|P28093.1|WNT8_EVATR	2_31687	35.766	137	9.44e-16	72.4	Lvar_XP_041475650	Lvar_XP_041475650	OG0012127
sp|P28093.1|WNT8_EVATR	2_3701	35.115	131	4.05e-15	70.9	Lvar_XP_041457833	Lvar_XP_041457833	OG0000697
sp|P28093.1|WNT8_EVATR	2_26063	36.154	130	7.22e-15	70.1	Lvar_XP_041460658	Lvar_XP_041460658	OG0001715
sp|P28093.1|WNT8_EVATR	2_26059	36.154	130	7.22e-15	70.1	Lvar_XP_041460657	Lvar_XP_041460657	OG0001715
sp|P28093.1|WNT8_EVATR	2_26051	36.154	130	7.22e-15	70.1	Lvar_XP_041460655	Lvar_XP_041460655	OG0001715
sp|P28093.1|WNT8_EVATR	2_26047	36.154	130	7.22e-15	70.1	Lvar_XP_041460654	Lvar_XP_041460654	OG0001715
sp|P28093.1|WNT8_EVATR	2_31477	33.094	139	1.83e-13	66.2	Lvar_XP_041475638	Lvar_XP_041475638	OG0009987
sp|P28093.1|WNT8_EVATR	2_29379	30.233	129	2e-12	63.2	Lvar_XP_041479642	Lvar_XP_041479642	OG0000697
sp|P28093.1|WNT8_EVATR	2_2043	30.233	129	2.38e-12	62.8	Lvar_XP_041464773	Lvar_XP_041464773	OG0000697
sp|P28098.1|WNT7_STRPU	2_13631	98.374	123	3.32e-87	257.0	Lvar_XP_041459365	Lvar_XP_041459365	OG0009321
sp|P28098.1|WNT7_STRPU	2_13627	98.374	123	4.18e-87	257.0	Lvar_XP_041459364	Lvar_XP_041459364	OG0009321
sp|P28098.1|WNT7_STRPU	2_13623	98.374	123	4.49e-87	257.0	Lvar_XP_041459363	Lvar_XP_041459363	OG0009321
sp|P28098.1|WNT7_STRPU	2_3701	47.581	124	5.2300000000000005e-33	119.0	Lvar_XP_041457833	Lvar_XP_041457833	OG0000697
sp|P28098.1|WNT7_STRPU	2_29379	44.715	123	9.19e-31	112.0	Lvar_XP_041479642	Lvar_XP_041479642	OG0000697
sp|P28098.1|WNT7_STRPU	2_29384	44.715	123	1.7000000000000001e-29	109.0	Lvar_XP_041479643	Lvar_XP_041479643	OG0000697
sp|P28098.1|WNT7_STRPU	2_26063	45.528	123	6.33e-29	108.0	Lvar_XP_041460658	Lvar_XP_041460658	OG0001715
sp|P28098.1|WNT7_STRPU	2_26059	45.528	123	6.33e-29	108.0	Lvar_XP_041460657	Lvar_XP_041460657	OG0001715
sp|P28098.1|WNT7_STRPU	2_26051	45.528	123	6.33e-29	108.0	Lvar_XP_041460655	Lvar_XP_041460655	OG0001715
sp|P28098.1|WNT7_STRPU	2_26047	45.528	123	6.33e-29	108.0	Lvar_XP_041460654	Lvar_XP_041460654	OG0001715
sp|P28098.1|WNT7_STRPU	2_30507	40.8	125	1.11e-28	106.0	Lvar_XP_041478374	Lvar_XP_041478374	OG0000697
