s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg
XP_003724083	1613304	spur5_scaffold_6	27	XP_054750683	13214043	chr3	192	NA
XP_030856042	1632000	spur5_scaffold_6	28	XP_063952486	13229981	chr3	193	NA
XP_001199598	1641319	spur5_scaffold_6	29	XP_063952487	13244048	chr3	194	NA
XP_011683767	1659082	spur5_scaffold_6	30	XP_054752172	13306985	chr3	195	NA
XP_001199642	1721488	spur5_scaffold_6	31	XP_063952493	13342593	chr3	196	NA
XP_792810	1741651	spur5_scaffold_6	32	XP_054752167	13360622	chr3	197	B2+C2
XP_030856219	1751129	spur5_scaffold_6	33	XP_063954019	13386538	chr3	199	NA
XP_011683776	1801223	spur5_scaffold_6	34	XP_063952491	13420271	chr3	200	NA
XP_783298	1811569	spur5_scaffold_6	35	XP_063952496	13442258	chr3	201	NA
XP_030829095	1842175	spur5_scaffold_6	36	XP_054750677	13533313	chr3	202	B2+C2
XP_030829342	1856262	spur5_scaffold_6	37	XP_063952497	13562242	chr3	203	NA
XP_030856071	1978338	spur5_scaffold_6	38	XP_054752164	13656761	chr3	204	NA
XP_011683785	1993324	spur5_scaffold_6	39	XP_063952500	13664279	chr3	205	NA
XP_003724080	1998156	spur5_scaffold_6	40	XP_054752163	13671762	chr3	206	B2+C2
XP_783729	2059923	spur5_scaffold_6	41	XP_054751736	31720155	chr3	475	B2+C2
XP_783897	2191138	spur5_scaffold_6	42	XP_054750996	63436344	chr3	1022	NA
XP_001197720	2203484	spur5_scaffold_6	43	XP_054750997	63399352	chr3	1021	NA
XP_030828520	2246107	spur5_scaffold_6	44	XP_054749747	63362121	chr3	1020	NA
XP_030828545	2343302	spur5_scaffold_6	45	XP_063952115	63234320	chr3	1019	NA
XP_030856238	2392321	spur5_scaffold_6	46	XP_054750999	63162890	chr3	1018	NA
XP_001200580	2428621	spur5_scaffold_6	47	XP_054751000	63116553	chr3	1017	B2+C2
XP_797071	2445962	spur5_scaffold_6	48	XP_054749756	63016757	chr3	1016	B2+C2
XP_030856108	2582919	spur5_scaffold_6	49	XP_054749753	62940828	chr3	1015	B2+C2
XP_780082	2724375	spur5_scaffold_6	50	XP_063953605	62754361	chr3	1014	NA
XP_030856025	2779768	spur5_scaffold_6	51	XP_054751003	62684243	chr3	1013	NA
XP_030828120	2796982	spur5_scaffold_6	52	XP_054750409	62678589	chr3	1012	NA
XP_780545	2805733	spur5_scaffold_6	53	XP_054751005	62650851	chr3	1011	E
XP_011683797	2884260	spur5_scaffold_6	54	XP_063953604	62557556	chr3	1010	E
XP_030828434	2901951	spur5_scaffold_6	55	XP_063953603	62505559	chr3	1009	E
XP_030829152	2981233	spur5_scaffold_6	56	XP_063953600	62365455	chr3	1008	E
XP_030829154	3017399	spur5_scaffold_6	57	XP_054751072	59524627	chr3	968	NA
XP_011661314	3029599	spur5_scaffold_6	58	XP_054750417	59547555	chr3	969	NA
XP_030829158	3039594	spur5_scaffold_6	59	XP_054749779	59555066	chr3	970	NA
XP_791344	3082010	spur5_scaffold_6	60	XP_054751069	59643459	chr3	971	E
XP_030828699	3119448	spur5_scaffold_6	61	XP_054751063	59671956	chr3	972	E
XP_797165	3183532	spur5_scaffold_6	62	XP_054751062	59770315	chr3	973	E
NP_999758	3235951	spur5_scaffold_6	63	XP_054751058	59864217	chr3	974	NA
XP_791058	3264287	spur5_scaffold_6	64	XP_054750416	59939302	chr3	975	NA
XP_030855986	3292907	spur5_scaffold_6	65	XP_063953568	59980293	chr3	976	NA
NP_001012720	3341494	spur5_scaffold_6	66	XP_054751055	60054041	chr3	977	B2+C2
XP_001187188	3373321	spur5_scaffold_6	67	XP_054751054	60078877	chr3	978	B2+C2
XP_003727325	3387803	spur5_scaffold_6	68	XP_063953972	60110652	chr3	979	NA
XP_003727324	3505665	spur5_scaffold_6	69	XP_063953974	60290392	chr3	980	NA
XP_001199284	3541254	spur5_scaffold_6	70	XP_063953572	60394122	chr3	982	B2+C2
XP_003727327	3631286	spur5_scaffold_6	71	XP_063953575	60503755	chr3	983	NA
XP_781288	3635403	spur5_scaffold_6	72	XP_063953576	60520960	chr3	984	B2+C2
XP_003727322	3645247	spur5_scaffold_6	73	XP_054775426	60551985	chr3	985	B2+C2
XP_030828087	3653924	spur5_scaffold_6	74	XP_054751045	60571231	chr3	986	NA
XP_030828544	3707234	spur5_scaffold_6	75	XP_063953583	60675442	chr3	987	NA
XP_030827983	3794434	spur5_scaffold_6	76	XP_054751040	60845683	chr3	988	NA
XP_785652	3886827	spur5_scaffold_6	77	XP_063952109	60940379	chr3	989	NA
XP_785775	3914742	spur5_scaffold_6	78	XP_054751037	60970085	chr3	990	B2+C2
XP_785830	3921529	spur5_scaffold_6	79	XP_063953585	60992610	chr3	991	NA
XP_798585	3927160	spur5_scaffold_6	80	XP_054751035	61106628	chr3	992	B2+C2
XP_030828929	3937967	spur5_scaffold_6	81	XP_063953586	61133825	chr3	993	B2+C2
XP_030855733	3980754	spur5_scaffold_6	82	XP_054750413	61187665	chr3	994	NA
XP_794360	3999660	spur5_scaffold_6	83	XP_054751031	61266811	chr3	996	B2+C2
XP_785296	4022766	spur5_scaffold_6	84	XP_063953592	61283806	chr3	997	NA
XP_030827894	4032940	spur5_scaffold_6	85	XP_054751026	61337210	chr3	998	NA
XP_030856090	4091801	spur5_scaffold_6	86	XP_054751022	61452009	chr3	999	NA
XP_011673610	4177204	spur5_scaffold_6	87	XP_054750411	61525782	chr3	1000	NA
XP_011673612	4368958	spur5_scaffold_6	88	XP_063953597	61814494	chr3	1001	NA
XP_030828220	4389143	spur5_scaffold_6	89	XP_054751016	61862134	chr3	1002	NA
XP_030827922	4462767	spur5_scaffold_6	90	XP_054749763	61981916	chr3	1003	B2+C2
XP_011673617	4481613	spur5_scaffold_6	91	XP_054751014	62000774	chr3	1004	B2+C2
XP_030828506	4504713	spur5_scaffold_6	92	XP_054751012	62046013	chr3	1005	NA
XP_030828573	4649358	spur5_scaffold_6	93	XP_054750410	62179093	chr3	1006	NA
XP_030856037	4680700	spur5_scaffold_6	94	XP_063952114	62232498	chr3	1007	B2+C2
XP_784007	4816176	spur5_scaffold_6	95	XP_054751316	49376948	chr3	799	B2+C2
XP_030828583	4892806	spur5_scaffold_6	96	XP_063953330	49332877	chr3	798	NA
XP_030856211	4902069	spur5_scaffold_6	97	XP_063953329	49272122	chr3	797	B2+C2
XP_030856210	4911618	spur5_scaffold_6	98	XP_054749850	49248042	chr3	796	B2+C2
XP_030828596	4963854	spur5_scaffold_6	99	XP_063953324	49161021	chr3	795	NA
XP_780873	5003634	spur5_scaffold_6	100	XP_054751321	49109296	chr3	793	B2+C2
XP_030827928	5015574	spur5_scaffold_6	101	XP_063953321	48975651	chr3	792	NA
XP_001198812	5100617	spur5_scaffold_6	102	XP_054751325	48898934	chr3	791	NA
XP_011667107	5117825	spur5_scaffold_6	103	XP_054750483	48891981	chr3	790	NA
XP_030829489	5135061	spur5_scaffold_6	104	XP_063952069	48873329	chr3	789	NA
XP_030828398	5181082	spur5_scaffold_6	105	XP_054751327	48802874	chr3	788	NA
XP_786640	5355735	spur5_scaffold_6	106	XP_054750485	48588794	chr3	787	B2+C2
XP_030828813	5420963	spur5_scaffold_6	107	XP_063953315	48538386	chr3	786	NA
XP_030828184	5435941	spur5_scaffold_6	108	XP_054751334	48516033	chr3	785	NA
XP_791665	5450116	spur5_scaffold_6	109	XP_054751333	48512129	chr3	784	NA
XP_785185	5456479	spur5_scaffold_6	110	XP_063953313	48475390	chr3	783	B2+C2
XP_785357	5513448	spur5_scaffold_6	111	XP_054751337	48406223	chr3	782	NA
XP_030829163	5525288	spur5_scaffold_6	112	XP_054751338	48390219	chr3	781	NA
XP_030828166	5545984	spur5_scaffold_6	113	XP_054749859	48310760	chr3	780	B2+C2
XP_030828519	5563739	spur5_scaffold_6	114	XP_054751339	48294967	chr3	779	NA
XP_030828070	5588236	spur5_scaffold_6	115	XP_054750489	48257838	chr3	778	NA
XP_785586	5595338	spur5_scaffold_6	116	XP_054751340	48240215	chr3	777	NA
XP_011671874	5613227	spur5_scaffold_6	117	XP_063953309	48174630	chr3	776	B2+C2
XP_785759	5645891	spur5_scaffold_6	118	XP_054751341	48140761	chr3	775	B2+C2
XP_793712	5823384	spur5_scaffold_6	119	XP_054751344	47931235	chr3	774	B2+C2
XP_011668560	5833306	spur5_scaffold_6	120	XP_054749862	47888558	chr3	773	B2+C2
XP_030828352	5867612	spur5_scaffold_6	121	XP_063953306	47862225	chr3	772	NA
NP_001091926	5891995	spur5_scaffold_6	122	XP_063953300	47785375	chr3	771	E
XP_011661587	5909508	spur5_scaffold_6	123	XP_063952066	47725178	chr3	770	NA
XP_030856331	5942459	spur5_scaffold_6	124	XP_054751348	47690022	chr3	769	NA
XP_030856332	5971954	spur5_scaffold_6	125	XP_063953292	47623422	chr3	768	E
XP_003724047	5996084	spur5_scaffold_6	126	XP_063953960	47601739	chr3	767	NA
XP_030828224	6012656	spur5_scaffold_6	127	XP_063953284	47569181	chr3	766	NA
XP_001198732	6038738	spur5_scaffold_6	128	XP_054751350	47547812	chr3	765	B2+C2
XP_030828621	6058510	spur5_scaffold_6	129	XP_054749867	47522610	chr3	764	B2+C2
XP_030828404	6151906	spur5_scaffold_6	130	XP_054751352	47418782	chr3	763	B2+C2
XP_799018	6172040	spur5_scaffold_6	131	XP_054751353	47391923	chr3	762	B2+C2
XP_788296	6190015	spur5_scaffold_6	132	XP_063952065	47304328	chr3	761	NA
XP_030856290	6225978	spur5_scaffold_6	133	XP_063953279	47248646	chr3	760	B2+C2
XP_790847	6258003	spur5_scaffold_6	134	XP_063953283	47241550	chr3	759	NA
XP_790871	6273095	spur5_scaffold_6	135	XP_063953278	47210621	chr3	758	B2+C2
XP_011682546	6286677	spur5_scaffold_6	136	XP_063953277	47180391	chr3	757	NA
XP_800393	6357185	spur5_scaffold_6	137	XP_054751356	47108198	chr3	756	NA
XP_030829240	6393197	spur5_scaffold_6	138	XP_054751359	47067800	chr3	755	NA
XP_030828640	6440411	spur5_scaffold_6	139	XP_054751360	47026625	chr3	754	NA
XP_011664499	6582541	spur5_scaffold_6	140	XP_063953272	46839846	chr3	753	NA
XP_795754	6912968	spur5_scaffold_6	141	XP_054751364	46496037	chr3	752	B2+C2
XP_003724978	6926547	spur5_scaffold_6	142	XP_054750496	46467300	chr3	751	NA
XP_030829350	6946308	spur5_scaffold_6	143	XP_054749876	46458664	chr3	750	NA
XP_030829236	7008259	spur5_scaffold_6	144	XP_063953259	46431267	chr3	749	NA
XP_030829239	7042825	spur5_scaffold_6	145	XP_054751370	46396478	chr3	748	B2+C2
XP_030829235	7053751	spur5_scaffold_6	146	XP_054751371	46360502	chr3	747	NA
XP_030828362	7072215	spur5_scaffold_6	147	XP_054751372	46317074	chr3	746	B2+C2
XP_030829045	7111025	spur5_scaffold_6	148	XP_063953258	46280635	chr3	745	NA
XP_784835	7133234	spur5_scaffold_6	149	XP_063952063	46260513	chr3	744	NA
XP_030856300	7148026	spur5_scaffold_6	150	XP_054751374	46157951	chr3	743	B2+C2
XP_785128	7184435	spur5_scaffold_6	151	XP_063953254	46050852	chr3	741	NA
XP_011671261	7225270	spur5_scaffold_6	152	XP_054750435	55712756	chr3	900	Q
XP_030828510	7230503	spur5_scaffold_6	153	XP_063952093	55682407	chr3	899	NA
XP_784522	7292415	spur5_scaffold_6	155	XP_054751940	23199428	chr3	351	NA
NP_999655	7361343	spur5_scaffold_6	156	XP_054751942	23122893	chr3	350	B2+C2
XP_030828534	7476594	spur5_scaffold_6	157	XP_063952725	22982860	chr3	349	NA
NP_999835	7501410	spur5_scaffold_6	158	XP_063952724	22960725	chr3	348	B2+C2
XP_030855982	7568643	spur5_scaffold_6	159	XP_063953933	22862148	chr3	347	NA
XP_030828249	7579390	spur5_scaffold_6	160	XP_063952722	22826543	chr3	346	NA
XP_011665926	7608740	spur5_scaffold_6	161	XP_054751946	22813126	chr3	345	B2+C2
XP_030856033	7622248	spur5_scaffold_6	162	XP_054751947	22787188	chr3	344	NA
XP_030829080	7671571	spur5_scaffold_6	163	XP_054751950	22730835	chr3	343	NA
XP_030856251	7738046	spur5_scaffold_6	164	XP_063952717	22653274	chr3	342	B2+C2
XP_030856252	7750406	spur5_scaffold_6	165	XP_054750625	22608094	chr3	341	NA
XP_030856330	7960065	spur5_scaffold_6	167	XP_063952714	22415067	chr3	339	NA
XP_030828358	7996805	spur5_scaffold_6	168	XP_063952711	22368459	chr3	338	B2+C2
XP_011665937	8023335	spur5_scaffold_6	169	XP_063952709	22305559	chr3	336	B2+C2
XP_030828695	8056826	spur5_scaffold_6	170	XP_054751959	22280906	chr3	335	NA
XP_011665967	8110942	spur5_scaffold_6	171	XP_054750627	22462065	chr3	340	NA
XP_030856341	8220125	spur5_scaffold_6	172	XP_054751958	22343413	chr3	337	B2+C2
XP_030829030	8415299	spur5_scaffold_6	173	XP_054750087	22173943	chr3	334	NA
XP_783481	8424909	spur5_scaffold_6	174	XP_063952706	22147212	chr3	333	NA
XP_030829430	8538442	spur5_scaffold_6	175	XP_054750632	22003266	chr3	331	B2+C2
XP_030829439	8546828	spur5_scaffold_6	176	XP_054751970	21956414	chr3	330	B2+C2
XP_030829195	8599675	spur5_scaffold_6	177	XP_063952704	21907319	chr3	329	NA
XP_030828741	8677650	spur5_scaffold_6	178	XP_063952702	21775836	chr3	328	NA
NP_001116985	8793994	spur5_scaffold_6	179	XP_054751974	21675719	chr3	327	B2+C2
XP_785580	8803793	spur5_scaffold_6	180	XP_054751971	21647280	chr3	326	B2+C2
XP_030828435	8823575	spur5_scaffold_6	181	XP_054751976	21632660	chr3	325	B3
XP_785178	8838796	spur5_scaffold_6	182	XP_054751977	21614786	chr3	324	NA
XP_030828752	8897641	spur5_scaffold_6	183	XP_054751981	21537699	chr3	323	NA
XP_785018	8908637	spur5_scaffold_6	184	XP_054751982	21464754	chr3	322	B2+C2
XP_784962	8946647	spur5_scaffold_6	185	XP_063952699	21461743	chr3	321	B2+C2
XP_780011	8953493	spur5_scaffold_6	186	XP_063952694	21434222	chr3	320	B2+C2
XP_030828756	9027171	spur5_scaffold_6	188	XP_054750637	21356547	chr3	319	NA
XP_789451	9128969	spur5_scaffold_6	189	XP_063952692	21292375	chr3	317	NA
XP_799291	9143946	spur5_scaffold_6	190	XP_054751051	60339544	chr3	981	NA
XP_780165	9201388	spur5_scaffold_6	192	XP_054750639	21251839	chr3	316	NA
XP_030856036	9213891	spur5_scaffold_6	193	XP_063952689	21125807	chr3	315	NA
XP_030828776	9235204	spur5_scaffold_6	194	XP_054751994	21098344	chr3	314	NA
XP_780403	9243653	spur5_scaffold_6	195	XP_054751995	21092316	chr3	313	B2+C2
XP_030829061	9259728	spur5_scaffold_6	196	XP_054750098	21074110	chr3	312	B2+C2
XP_030828927	9319921	spur5_scaffold_6	197	XP_054751997	20974154	chr3	311	NA
XP_030828032	9335570	spur5_scaffold_6	198	XP_063952683	20951577	chr3	310	NA
XP_785137	9452035	spur5_scaffold_6	199	XP_054750642	20875451	chr3	309	NA
XP_785190	9481045	spur5_scaffold_6	200	XP_054752001	20850780	chr3	308	B2+C2
XP_030856275	9504162	spur5_scaffold_6	201	XP_063952675	20792841	chr3	307	B2+C2
XP_030856273	9526275	spur5_scaffold_6	202	XP_054752004	20785529	chr3	306	NA
XP_797197	9531918	spur5_scaffold_6	203	XP_063952673	20756228	chr3	305	B2+C2
XP_003725291	9551940	spur5_scaffold_6	204	XP_054752007	20721285	chr3	304	NA
XP_785534	9564174	spur5_scaffold_6	205	XP_063952672	20701980	chr3	303	B2+C2
XP_011670014	9580327	spur5_scaffold_6	206	XP_063952671	20641827	chr3	301	B2+C2
XP_030828803	9730495	spur5_scaffold_6	207	XP_063951991	20406115	chr3	300	NA
XP_787399	9770225	spur5_scaffold_6	208	XP_063952669	20343570	chr3	299	B2+C2
XP_790983	9793769	spur5_scaffold_6	209	XP_063951990	20270842	chr3	298	B2+C2
XP_792619	9830690	spur5_scaffold_6	210	XP_054752013	20262099	chr3	297	NA
XP_030828425	9840849	spur5_scaffold_6	211	XP_054752018	20251177	chr3	296	B2+C2
XP_791789	9898124	spur5_scaffold_6	212	XP_063954035	19508689	chr3	287	B2+C2
XP_001195971	9910985	spur5_scaffold_6	213	XP_063952654	19528762	chr3	288	NA
XP_030827801	10063539	spur5_scaffold_6	214	XP_054750646	19701483	chr3	289	B2+C2
XP_003723421	10101153	spur5_scaffold_6	215	XP_054752023	19748724	chr3	290	NA
XP_787078	10170323	spur5_scaffold_6	216	XP_054752022	19860760	chr3	291	NA
XP_030828576	10309174	spur5_scaffold_6	217	XP_063952664	20015175	chr3	292	NA
XP_030828819	10400642	spur5_scaffold_6	218	XP_063953927	20109982	chr3	293	NA
XP_786889	10407262	spur5_scaffold_6	219	XP_063952665	20126108	chr3	294	B2+C2
XP_003723425	10420602	spur5_scaffold_6	220	XP_063952666	20154018	chr3	295	NA
XP_011681714	10435557	spur5_scaffold_6	221	XP_054750647	19480806	chr3	286	NA
XP_030829069	10443276	spur5_scaffold_6	222	XP_054752332	6688893	chr3	83	B2+C2
XP_030828696	10464527	spur5_scaffold_6	223	XP_054750264	6717409	chr3	84	B2+C2
XP_782507	10552973	spur5_scaffold_6	224	XP_054750263	6857312	chr3	85	B2+C2
XP_030828844	10603158	spur5_scaffold_6	225	XP_063952305	6897043	chr3	86	B2+C2
XP_011681720	10641258	spur5_scaffold_6	226	XP_063952306	6914457	chr3	87	B2+C2
XP_784350	10653982	spur5_scaffold_6	227	XP_063952308	6960402	chr3	88	B2+C2
XP_780016	10684559	spur5_scaffold_6	228	XP_054752327	6976016	chr3	89	B2+C2
XP_782921	10697275	spur5_scaffold_6	229	XP_054752326	6981933	chr3	90	B2+C2
XP_030828851	10758846	spur5_scaffold_6	230	XP_063953995	7051112	chr3	91	NA
XP_795314	10806106	spur5_scaffold_6	231	XP_054752324	7125964	chr3	92	B2+C2
XP_003723430	10837307	spur5_scaffold_6	232	XP_054750256	7187313	chr3	93	NA
XP_030856296	10906698	spur5_scaffold_6	233	XP_063952325	7235924	chr3	94	NA
XP_011681725	10967518	spur5_scaffold_6	234	XP_054752321	7313200	chr3	95	E
XP_011676098	11108992	spur5_scaffold_6	235	XP_054752320	7388805	chr3	97	NA
XP_011683302	11172910	spur5_scaffold_6	236	XP_063953998	7497033	chr3	98	NA
XP_030828882	11240252	spur5_scaffold_6	237	XP_054750247	7568156	chr3	99	NA
XP_786292	11321088	spur5_scaffold_6	238	XP_063952338	7690389	chr3	100	E
XP_796731	11385468	spur5_scaffold_6	239	XP_054752314	7751630	chr3	101	NA
XP_003727954	11389894	spur5_scaffold_6	240	XP_063952339	7775082	chr3	102	NA
XP_003727955	11414085	spur5_scaffold_6	241	XP_054752311	7800927	chr3	103	E
XP_001176088	11428438	spur5_scaffold_6	242	XP_063952342	7847903	chr3	104	NA
XP_003727956	11442656	spur5_scaffold_6	243	XP_054752309	7859887	chr3	105	NA
XP_030828805	11461574	spur5_scaffold_6	244	XP_054752297	7890187	chr3	106	E
XP_030828806	11477167	spur5_scaffold_6	245	XP_063952343	7902247	chr3	107	NA
XP_781527	11617306	spur5_scaffold_6	246	XP_054752304	8075973	chr3	108	E
XP_030828976	11621735	spur5_scaffold_6	247	XP_063952349	8098291	chr3	109	E
XP_797024	11636180	spur5_scaffold_6	248	XP_063952350	8126810	chr3	110	E
XP_030828974	11641424	spur5_scaffold_6	249	XP_063952348	8143293	chr3	111	E
XP_030827912	11665170	spur5_scaffold_6	250	XP_063954002	8208578	chr3	112	E
XP_030827911	11691745	spur5_scaffold_6	251	XP_063952351	8217583	chr3	113	NA
XP_030829356	11735534	spur5_scaffold_6	252	XP_054752340	6502134	chr3	80	E
XP_797972	11783106	spur5_scaffold_6	253	XP_063952296	6481758	chr3	79	E
XP_030856411	11811521	spur5_scaffold_6	254	XP_063952295	6438725	chr3	78	E
XP_030828323	11936579	spur5_scaffold_6	255	XP_054752350	6292804	chr3	75	NA
XP_030828320	12175673	spur5_scaffold_6	257	XP_063952285	6027373	chr3	72	NA
XP_030856023	12211426	spur5_scaffold_6	258	XP_063952273	5896191	chr3	70	E
XP_011682144	12435798	spur5_scaffold_6	259	XP_054752345	6409342	chr3	77	NA
XP_030829374	12504203	spur5_scaffold_6	260	XP_054752348	6322235	chr3	76	NA
XP_030855729	12539322	spur5_scaffold_6	262	XP_063952293	6274124	chr3	74	E
XP_030828299	12600654	spur5_scaffold_6	263	XP_054750267	6193044	chr3	73	NA
XP_781173	12809874	spur5_scaffold_6	264	XP_054752354	5981106	chr3	71	NA
XP_030829440	12981424	spur5_scaffold_6	265	XP_063952272	5625071	chr3	69	NA
XP_030829182	12999533	spur5_scaffold_6	266	XP_063952271	5597915	chr3	68	NA
XP_011682159	13085622	spur5_scaffold_6	267	XP_063952267	5477229	chr3	67	NA
XP_011682174	13110059	spur5_scaffold_6	268	XP_063953991	5465014	chr3	66	NA
XP_030828959	13130653	spur5_scaffold_6	269	XP_063953905	5447865	chr3	65	NA
XP_030828962	13139180	spur5_scaffold_6	270	XP_063953989	5430628	chr3	64	NA
XP_011682162	13148137	spur5_scaffold_6	271	XP_063953904	5423573	chr3	63	NA
XP_011682165	13164135	spur5_scaffold_6	272	XP_054750717	5407001	chr3	62	NA
XP_011682177	13169076	spur5_scaffold_6	273	XP_054750283	5400342	chr3	61	NA
XP_030829506	13232192	spur5_scaffold_6	274	XP_054750284	5352800	chr3	60	NA
XP_030828971	13239458	spur5_scaffold_6	275	XP_054750720	5314959	chr3	59	NA
XP_030828991	13279930	spur5_scaffold_6	276	XP_054750291	5259079	chr3	58	NA
XP_030828996	13291442	spur5_scaffold_6	277	XP_063953898	5245625	chr3	57	NA
XP_030828997	13297584	spur5_scaffold_6	278	XP_054750295	5213655	chr3	56	NA
XP_784181	13381796	spur5_scaffold_6	279	XP_054750298	5124056	chr3	55	NA
XP_780497	13417513	spur5_scaffold_6	280	XP_063952260	5086466	chr3	54	E
XP_784312	13454933	spur5_scaffold_6	281	XP_063952259	5024683	chr3	53	E
XP_003727646	13479607	spur5_scaffold_6	282	XP_054750299	4991704	chr3	52	NA
XP_003727645	13499654	spur5_scaffold_6	283	XP_054752360	4947730	chr3	50	E
XP_011683534	13508607	spur5_scaffold_6	284	XP_063952254	4923348	chr3	49	NA
XP_030856124	13550768	spur5_scaffold_6	285	XP_054752363	4865198	chr3	48	E
XP_782589	13572352	spur5_scaffold_6	286	XP_054752382	4831935	chr3	47	E
XP_799953	13581620	spur5_scaffold_6	287	XP_063952252	4820786	chr3	46	E
XP_030828570	13591738	spur5_scaffold_6	288	XP_054750726	4775815	chr3	44	E
NP_001116968	13621909	spur5_scaffold_6	289	XP_063952238	4710703	chr3	43	NA
XP_783059	13663014	spur5_scaffold_6	290	XP_054752375	4686856	chr3	42	NA
XP_783122	13675317	spur5_scaffold_6	291	XP_054750728	4670363	chr3	41	E
XP_003730812	13686306	spur5_scaffold_6	292	XP_054752376	4661609	chr3	40	E
XP_030829242	13694651	spur5_scaffold_6	293	XP_063952236	4615080	chr3	39	NA
XP_030828600	13756577	spur5_scaffold_6	294	XP_054752381	4496697	chr3	38	NA
XP_799314	13809158	spur5_scaffold_6	295	XP_054752384	4419986	chr3	37	E
XP_030856366	13851967	spur5_scaffold_6	296	XP_063953971	4339468	chr3	36	NA
XP_030856371	13962808	spur5_scaffold_6	297	XP_054752386	4064676	chr3	35	NA
XP_030829010	14006576	spur5_scaffold_6	298	XP_063953896	3977130	chr3	34	NA
XP_030828304	14036296	spur5_scaffold_6	299	XP_054750304	3935657	chr3	33	NA
XP_030856194	14114784	spur5_scaffold_6	300	XP_063952230	3801513	chr3	32	E
XP_011667876	14128606	spur5_scaffold_6	301	XP_063952229	3787467	chr3	31	E
XP_030828117	14162750	spur5_scaffold_6	302	XP_054752389	3732878	chr3	30	E
XP_030856165	14183727	spur5_scaffold_6	303	XP_054752390	3693633	chr3	29	E
XP_030829020	14202814	spur5_scaffold_6	304	XP_054750310	3658360	chr3	28	NA
XP_030829022	14226541	spur5_scaffold_6	305	XP_054750734	3643299	chr3	27	NA
XP_011677471	14254448	spur5_scaffold_6	306	XP_054750737	3597867	chr3	26	NA
XP_011677488	14265732	spur5_scaffold_6	307	XP_054750738	3591925	chr3	25	NA
XP_001176190	14285747	spur5_scaffold_6	308	XP_063952227	3570712	chr3	24	NA
XP_030828169	14298688	spur5_scaffold_6	309	XP_063952226	3518247	chr3	23	NA
XP_003727403	14390451	spur5_scaffold_6	310	XP_054752391	3423260	chr3	22	E
XP_001175610	14396655	spur5_scaffold_6	311	XP_063952224	3321377	chr3	21	E
XP_030829483	14498498	spur5_scaffold_6	312	XP_054752405	2901367	chr3	20	NA
XP_030828700	14528322	spur5_scaffold_6	313	XP_054750328	2767841	chr3	19	E
XP_003728227	14651960	spur5_scaffold_6	314	XP_063952567	15491324	chr3	233	E
XP_794451	14682388	spur5_scaffold_6	315	XP_063952562	15458540	chr3	232	E
XP_030856082	14695541	spur5_scaffold_6	316	XP_054750672	15446602	chr3	231	NA
XP_030829214	14763354	spur5_scaffold_6	317	XP_054752122	15431541	chr3	230	NA
XP_001195521	14767461	spur5_scaffold_6	318	XP_063952561	15427289	chr3	229	NA
