s1chr	s2chr	s1tot	s2tot	n	fishp	padj	scol	s1g	s1gp	s1gi	s2g	s2gp	s2gi	clg
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063967340	5409811	4374	XP_003724698	11510521	4498	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063967417	5424044	4375	XP_001185109	11526534	4499	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063969676	5464495	4376	XP_011666599	11532086	4500	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054748431	5582089	4378	XP_030830863	11559753	4501	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054750593	5631795	4379	XP_030829881	11579747	4502	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054750602	5700313	4380	XP_030830856	11628213	4503	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063968078	5784646	4381	XP_030829882	11704983	4504	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063968228	5867154	4382	XP_030829855	2675287	4366	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054748917	5893391	4383	XP_011671573	2696350	4367	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054748959	6000652	4384	XP_030829537	2855191	4368	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054749148	6155829	4386	XP_011660829	2894775	4369	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951092	6166530	4387	XP_030829798	2913540	4370	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063968822	6196737	4388	XP_011660817	2970627	4371	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063969161	6241528	4389	XP_030830742	2992159	4372	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951261	6451085	4390	XP_003726669	10619028	4479	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063969914	6728092	4392	XP_030830131	10429585	4478	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063970094	6757580	4393	XP_030829865	10402815	4477	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054750688	6816276	4394	XP_030830175	10299157	4476	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063970478	6857214	4395	XP_030829864	10282303	4475	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063971581	6935522	4396	XP_030830253	10216506	4474	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054750743	6942567	4397	XP_011673516	10181649	4473	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054750760	6977909	4398	XP_030830047	10162409	4472	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054750770	7063954	4400	XP_030830254	10103184	4471	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054750205	7094381	4401	XP_030830218	10079814	4470	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054750306	7126944	4402	XP_011673510	10067669	4469	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054750388	7129678	4403	XP_011673506	10013969	4468	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054750793	7373561	4404	XP_003727802	9873548	4467	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063971782	7385754	4405	XP_003727803	9866285	4466	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054750820	7428797	4406	XP_781909	9848553	4465	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063950951	7516911	4407	XP_030829546	9756420	4464	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951004	7549932	4408	XP_030830470	9726640	4463	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951020	7587369	4409	XP_030830603	9700804	4462	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054750910	7665243	4410	XP_789887	9680843	4461	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054750917	7710435	4411	XP_796327	9665539	4460	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054750929	7854281	4412	XP_030830415	9529633	4459	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054750941	7906755	4413	XP_030830221	9503699	4458	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054750973	7923865	4414	XP_030830827	9484928	4457	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054749209	7969905	4415	XP_030829895	13186206	4520	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951643	7998647	4416	XP_030829600	12981552	4519	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951109	8077881	4417	XP_030830890	13303840	4521	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951136	8141463	4418	XP_030830794	13361629	4522	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951166	8197595	4420	XP_011675359	13373330	4523	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951184	8222901	4421	XP_784087	13389627	4524	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951176	8231390	4422	XP_003726274	13405801	4525	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951286	8268850	4423	XP_001192106	13443946	4526	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951192	8308173	4424	XP_030829998	13449085	4527	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951275	8313617	4425	XP_783974	13495430	4528	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751025	8351590	4426	XP_030829995	13501309	4529	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951299	8409458	4427	XP_030830714	13595228	4530	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951692	8416002	4428	XP_030829898	13613000	4531	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951647	8440861	4429	XP_792203	13659122	4532	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951312	8468762	4430	XP_030830832	13692094	4533	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751104	8495542	4431	XP_030829908	13774418	4534	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054775356	8499862	4432	XP_030830744	13825026	4535	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751113	8531440	4433	XP_788856	13832892	4536	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951335	8544819	4434	XP_003725907	8723652	4441	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951337	8606198	4435	XP_030829854	8697466	4440	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751150	8804215	4437	XP_030830823	8628758	4439	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952124	8984565	4438	XP_030829853	8445615	4437	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951376	9030034	4439	XP_030830484	8423438	4436	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054749389	9121518	4440	XP_030829851	8328335	4435	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952174	9167958	4441	XP_003725946	30821943	4821	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951462	9369292	4442	XP_011675138	30658311	4820	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951711	9496871	4444	XP_796005	34476659	4870	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951723	9541524	4445	XP_011680537	34547021	4871	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751223	9547302	4446	XP_781922	34554199	4872	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951482	9614911	4447	XP_030829899	34578516	4873	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751241	9692876	4448	XP_030830101	34651421	4874	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751252	9720423	4449	XP_789460	34679506	4875	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951534	9761797	4450	XP_789477	34699789	4876	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951731	9886974	4454	XP_798343	38729715	4971	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751358	9901820	4455	XP_030829578	38758677	4972	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951775	9941447	4456	XP_011680994	38795041	4973	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751457	10074315	4457	XP_794984	38862538	4974	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951848	10082190	4458	XP_030829668	29447293	4807	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751469	10387698	4459	XP_003724561	29610743	4808	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951942	10450349	4460	XP_782022	29689919	4809	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951956	10605729	4461	XP_003724563	29863753	4810	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751528	10632461	4462	XP_001175653	29883301	4811	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054749539	10653389	4463	XP_030830376	29892257	4812	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951975	10701481	4464	XP_030830377	29915053	4813	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751537	10878005	4465	XP_786787	30117041	4814	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951983	10910069	4466	XP_030830092	30158817	4815	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751548	10948258	4467	XP_792216	30187980	4816	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751559	10982752	4468	XP_030830512	27846053	4775	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751578	10988812	4469	XP_030830435	27834073	4774	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063951984	11031421	4470	XP_030829980	15474609	4577	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054752496	11210485	4471	XP_030830649	15580972	4578	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751613	11250665	4472	XP_011662705	15889920	4579	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054752678	11307600	4473	XP_011662704	15926001	4580	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952037	11336633	4474	XP_003728587	15948347	4581	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054749606	11415671	4475	XP_001190612	16016833	4582	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054753019	11450205	4476	XP_030830541	16092188	4583	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952067	11476582	4477	XP_030830296	16154064	4584	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952075	11523230	4478	XP_788331	16261625	4585	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952089	11554355	4479	XP_030830522	1996588	4345	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751656	11565872	4480	XP_003731321	2013844	4346	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751668	11576689	4481	XP_003723284	2028703	4347	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751677	11584998	4482	XP_794184	2040439	4348	J1
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952763	11684854	4483	XP_003728103	20559650	4655	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952107	11741067	4484	XP_791288	20614738	4656	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751713	11866399	4485	XP_030830585	21318366	4667	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751735	11927849	4486	XP_030830586	21396548	4668	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063961076	11942640	4487	XP_030830326	21441743	4669	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751753	12006796	4488	XP_011664967	21473828	4670	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751779	12018123	4489	XP_011668243	21597754	4671	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751798	12082306	4490	XP_030829534	21257739	4666	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952157	12114701	4492	XP_011664258	37242798	4939	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952899	12136464	4493	XP_030829609	37221719	4938	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054749665	12138784	4494	XP_011664260	37196030	4937	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063961917	12225908	4495	XP_790735	37176787	4936	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751833	12236879	4496	XP_011664262	37160598	4935	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054753910	12255537	4497	XP_790704	37154316	4934	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063953050	12404852	4498	XP_796101	36246099	4911	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751869	12499771	4499	XP_795517	36309017	4912	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751881	12515581	4500	XP_789564	36341570	4913	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751900	12573413	4501	XP_030830229	36401138	4914	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952287	12576795	4502	XP_030829592	36406259	4915	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952297	12604941	4503	XP_030830266	36416284	4916	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054751943	12641447	4504	XP_030829719	36432596	4917	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952354	12672243	4505	XP_030829768	36448492	4918	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952328	12678929	4506	XP_030829767	36466083	4919	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952371	12727293	4507	XP_003728624	36473938	4920	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952380	12740169	4508	XP_783931	36489434	4921	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952391	12794659	4509	XP_030829692	36523691	4922	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952404	12836613	4510	XP_798986	36542381	4923	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952417	12882035	4511	XP_030830898	36570230	4924	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952428	12903184	4512	XP_030829569	36588066	4925	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054752033	13024433	4513	XP_030830147	36620589	4926	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054754262	13080214	4514	XP_030830874	36671330	4927	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054757469	13094825	4515	NP_001116972	36696971	4928	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063953362	13198578	4516	XP_790077	36763120	4929	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952453	13225640	4517	XP_030829564	36866519	4930	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952488	13294538	4519	XP_011683135	36929896	4931	B3
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_063952514	13367099	4520	XP_784339	36959628	4932	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054752128	13383934	4521	XP_011683132	36980525	4933	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054754443	13477838	4522	XP_792095	36190996	4910	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054752139	13541596	4523	XP_001196501	36107832	4909	NA
chr1	spur5_scaffold_7	685	670	648	0	0	S	XP_054754546	13554753	4524	XP_030830399	36096288	4908	NA
